itemdescri,qty,value,e,f,g,h,i,j,k
"MAXIM GEL                     5ML"," 76","8077.79","150","15943.00"," 76","8845.76","150","15943.0","  -"
"MAXIM L                       5ML"," 47","4632.95"," 75","7393.00"," 48","5283.27"," 74","7294.42","  -"
"MAXIM-D                       5ML"," 93","8808.34","225","21310.50"," 75","7735.14","243","23015.3","  -"
"VCOLUX                        10'S"," 23","2404.42"," 45","4704.30","  -","0.00"," 68","7108.72","  -"
"VCOLUX C TAB                  10S"," 62","5800.72","  -","0.00","  -","0.00"," 62","5800.72","  2"
"","","","","","","","","",""
"TOTAL","5137","412494.50","7207","474346.83","5621","377701.06","6723","568828.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","817","102802.44","987","124339.00","435","69265.78","1369","169360.","  0"
"","","","","","","","","",""
"INTAS PHARMACEUTICALS PVT LTD","","","","","","","","",""
"INTAGESIC  AMP                1ML","  -","0.00","100","400.00","100","600.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","400.00","100","600.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50","  -"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","400","560.00","400","560.00","300","525.00","500","700.00","  -"
" TOTAL","400","560.00","400","560.00","300","525.00","500","700.00","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S"," 10","664.50"," 30","1993.50"," 40","2786.00","  -","0.00","  -"
"LOX  10% SPRAY                50ML","  -","0.00","  2","1060.00","  2","1180.00","  -","0.00","  -"
"LOX 2% 30ML                   1S","  7","178.50","  -","0.00","  -","0.00","  7","178.50","  -"
" TOTAL"," 17","843.00"," 32","3053.50"," 42","3966.00","  7","178.50","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"LUBRICOOL E/D                 10ML"," 16","877.76","  -","0.00","  -","0.00"," 16","877.76"," 16"
"NEPACARE                      5ML","  2","146.28"," 30","2194.20"," 20","2289.94"," 12","877.68","  -"
"OZOLINE                       10ML"," 15","822.90","  -","0.00","  -","0.00"," 15","822.90","  9"
" TOTAL"," 33","1846.94"," 30","2194.20"," 20","2289.94"," 43","2578.34","  0"
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91"," 44"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40"," 70"
"HEALTHY-PRIDE LZ              10S"," 80","2416.40","  -","0.00","  -","0.00"," 80","2416.40"," 80"
"MONTI-PRIDE L                 10S"," 50","1526.75","  -","0.00","  -","0.00"," 50","1526.75"," 50"
"RI PRIDE DSR                  10S"," 50","1414.25","  -","0.00","  -","0.00"," 50","1414.25"," 50"
" TOTAL","294","12499.71","  0","0.00","  0","0.00","294","12499.7","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  3","1005.00","  -","0.00","  -","0.00","  3","1005.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  -"
" TOTAL","  5","1425.00","  0","0.00","  0","0.00","  5","1425.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK RAMSONS             1S","100","225.00","  -","0.00","  -","0.00","100","225.00","  -"
" TOTAL","100","225.00","  0","0.00","  0","0.00","100","225.00","  0"
"","","","","","","","","",""
"TOTAL","6036","430556.64","7769","480554.53","6083","385082.00","7722","587097.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..8","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"RANBAXY","","","","","","","","",""
"BECTODINE                     2LTR","  -","0.00","  1","425.00","  1","460.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","425.00","  1","460.00","  0","0.00","  0"
"","","","","","","","","",""
"REGAL LABORATORIES","","","","","","","","",""
"SURGICAL SPIRIT 4.5L          1S","  -","0.00","  1","550.00","  1","620.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","550.00","  1","620.00","  0","0.00","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S"," 53","662.50","100","1250.00","110","1540.00"," 43","537.50","  -"
" TOTAL"," 53","662.50","100","1250.00","110","1540.00"," 43","537.50","  0"
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 13","1149.09","  -","0.00","  2","228.64"," 11","972.31","  3"
"CELLWET                       10ML"," 12","2346.40","  -","0.00","  -","0.00"," 12","2346.40","  5"
"CELWET ULTRA                  10ML"," 15","3375.00"," 12","2700.00"," 10","2514.25"," 17","3825.00","  1"
"COMPU .5%                     10ML"," 29","2128.36"," 12","880.70"," 20","1628.38"," 21","1541.23","  7"
"COMPU 1%                      10ML"," 31","3072.36","  -","0.00"," 12","1294.98"," 19","1883.06","  7"
"DORSENZ                       5ML","  5","803.58","  -","0.00","  -","0.00","  5","803.58","  4"
"DORSENZ-T                     5ML"," 12","2442.90","  -","0.00","  -","0.00"," 12","2442.90"," 14"
"DUOBRIM LS                    5ML","160","8572.00","120","6429.00","187","11678.82"," 93","4982.48","  2"
"DUOBRIM-T                     5ML","141","9819.48","120","8357.00","167","13373.69"," 94","6546.32"," 22"
"FLI                           5ML"," 10","642.83","  -","0.00","  -","0.00"," 10","642.83"," 10"
"FLUNAREST 10                  10S"," 30","931.50","  -","0.00"," 30","884.69","  -","0.00","  -"
"FLUNAREST 5MG                 10S"," 30","476.00","  -","0.00","  -","0.00"," 30","476.00","  -"
"HYPERSENZ OINT                5GM"," 21","1890.00","  -","0.00","  -","0.00"," 21","1890.00","  -"
"IREWET 5ML                    5ML"," 13","1253.53","  -","0.00","  -","0.00"," 13","1253.53","  1"
"KARBOXI                       10ML"," 98","4200.11","120","5143.00","157","7481.91"," 61","2614.36","  -"
"LEOS                          5ML","  7","562.51","  -","0.00","  1","105.00","  6","482.15","  4"
"LEOS-MX DROPS                 5ML"," 14","1424.97","  -","0.00","  -","0.00"," 14","1424.97"," 14"
"MACUVIT CAP                   10S","  6","610.15","  -","0.00","  -","0.00","  6","610.15","  6"
"MACUVIT PLUS                  10S","  9","1510.20","  -","0.00","  -","0.00","  9","1510.20","  3"
"NAPHACE                       10ML"," 12","578.60","  -","0.00","  -","0.00"," 12","578.60"," 12"
"NATASOL                       5ML"," 17","1153.45","  -","0.00","  -","0.00"," 17","1153.45"," 17"
"OBRIN E/O                     5GM"," 20","822.83","  -","0.00","  -","0.00"," 20","822.83"," 20"
"SENSOFI                       5ML"," 10","241.08","  -","0.00","  -","0.00"," 10","241.08"," 10"
"SENSONAC                      5ML","  3","257.15","  -","0.00","  -","0.00","  3","257.15","  3"
"SENZCLOR E/O                  5GM","  5","72.45","  -","0.00","  -","0.00","  5","72.45","  5"
"SENZCLOR-H E/O                5GM"," 14","600.02","  -","0.00","  2","106.70"," 12","514.30","  4"
"SENZGAT                       5ML","266","6576.34","260","6428.00","280","7598.73","246","6081.88","  -"
"SENZMOX                       5ML"," 17","1548.28","  -","0.00","  7","706.73"," 10","910.75","  5"
"SENZMOX OINT                  5GM","  1","41.25","  -","0.00","  -","0.00","  1","41.25","  1"
"SENZMOX-DM                    10ML","  2","203.57","  6","610.70","  4","526.56","  4","407.13","  -"
"SENZMOX-DX                    10ML","  3","91.08","  -","0.00","  -","0.00","  3","91.08","  3"
"SENZMOX-GX                    5ML","  4","600.00","  -","0.00","  -","0.00","  4","600.00","  4"
"SENZOPT E/D                   3ML"," 24","1542.96","  -","0.00","  -","0.00"," 24","1542.96"," 24"
"SENZOPT-T                     3ML","  9","752.13","  -","0.00","  -","0.00","  9","752.13","  9"
"T-PLUS                        5ML"," 10","385.70","  -","0.00","  -","0.00"," 10","385.70","  -"
"TRAVASENZ                     3ML"," 12","1002.84","  -","0.00","  -","0.00"," 12","1002.84","  7"
"VOLVIT                        10S"," 17","1728.76","  -","0.00","  6","789.13"," 11","1118.61","  1"
"ZYTAMIN TAB                   10S"," 38","803.83","  -","0.00","  -","0.00"," 38","803.83"," 38"
" TOTAL","1140","66213.28","650","30548.40","885","48918.21","905","53625.4","  0"
"","","","","","","","","",""
"TOTAL","7229","497432.42","8521","513327.93","7080","436620.21","8670","641260.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..9","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"SENTISS PHARMA PVT LTD","","","","","","","","",""
"ACTIVISION CAP                10'S","  -","0.00"," 30","4951.25","  -","0.00"," 30","3608.79","  -"
"ISOFT HS                      10ML","  -","0.00"," 60","14931.08","  -","0.00"," 60","14931.0","  -"
"KITIMOX GEL                   5ML","  -","0.00"," 40","4964.29","  -","0.00"," 40","3618.28","  -"
"KITMOX UNIT DOSE              10'S","  -","0.00"," 50","8788.64","  -","0.00"," 50","8788.64","  -"
"NAVIBROM                      5ML","  -","0.00"," 40","4334.34","  -","0.00"," 40","3159.14","  -"
"ONTEARS                       15ML","  -","0.00"," 50","5543.86","  -","0.00"," 50","4040.72","  -"
" TOTAL","  0","0.00","270","43513.46","  0","0.00","270","38146.6","  0"
"","","","","","","","","",""
"SHERINGS","","","","","","","","",""
"CATOBAR                       10ML"," 76","3721.07"," 65","3182.50","125","6857.02"," 16","783.38","  -"
"DIMPLE E/D                    10ML","178","8694.89","130","6365.00","284","15382.31"," 24","1172.34","  1"
"DURALUB E/D                   10ML","  6","803.60","  -","0.00","  2","350.00","  4","535.73","  4"
"DURALUB FUSION                10ML","  5","1068.75","  -","0.00","  -","0.00","  5","1068.75","  -"
"MISTICE                       10ML","  5","1333.96","  -","0.00","  -","0.00","  5","1333.96","  5"
"RETIGARD TAB                  10S"," 24","1794.00","  -","0.00","  3","457.65"," 21","1569.75","  -"
"TAGAMOX E/D                   5ML"," 12","869.20","  -","0.00","  -","0.00"," 12","869.20","  -"
"TAGAMOX-KT                    5ML","  7","708.75","  -","0.00","  -","0.00","  7","708.75","  -"
"TAGAMOX-LP                    5ML"," 40","3411.47","  -","0.00","  2","278.59"," 38","3240.89"," 37"
"TAGAMOX-TM                    5ML"," 45","4339.50","  -","0.00","  -","0.00"," 45","4339.50"," 45"
"TEARLUB E/D                   10ML"," 30","2212.25","  -","0.00","  6","491.55"," 24","1769.80"," 23"
"TEARLUB GEL                   10ML"," 12","1193.70","  -","0.00","  -","0.00"," 12","1193.70","  6"
" TOTAL","440","30151.14","195","9547.50","422","23817.12","213","18585.7","  0"
"","","","","","","","","",""
"SHERWYN PHARMA(GENORA)","","","","","","","","",""
"PENTOGAST40 TAB               10S","  1","38.58","  -","0.00","  -","0.00","  1","38.58","  -"
" TOTAL","  1","38.58","  0","0.00","  0","0.00","  1","38.58","  0"
"","","","","","","","","",""
"SHERWYN PHARMACEUTICALS PVT LTD","","","","","","","","",""
"FLUNAWYN-5                    10S"," 15","241.13","  -","0.00","  -","0.00"," 15","241.13","  -"
"ITROWYN E/D                   5ML"," 14","274.77","  -","0.00","  -","0.00"," 14","274.77","  -"
" TOTAL"," 29","515.89","  0","0.00","  0","0.00"," 29","515.89","  0"
"","","","","","","","","",""
"SUBHAM PHARMACEUTICALS","","","","","","","","",""
"G-MOX                         5ML"," 43","1307.49","  -","0.00","  -","0.00"," 43","1307.49","  -"
"LUBRY                         10ML","  1","46.46","  -","0.00","  -","0.00","  1","46.46","  -"
"PANTOZING DSR CAP             10S","  7","251.30","  -","0.00","  -","0.00","  7","251.30","  -"
"UFER SUSPENSION               200ML"," 60","4428.00","  -","0.00","  -","0.00"," 60","4428.00","  -"
"VITAZING CAP                  10S","  1","27.51","  -","0.00","  -","0.00","  1","27.51","  -"
" TOTAL","112","6060.75","  0","0.00","  0","0.00","112","6060.75","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS","","","","","","","","",""
"ALCATOP 5ML                   5ML"," 30","2973.13","  -","0.00","  -","0.00"," 30","2973.13"," 30"
"ATROSUN E/D                   5ML"," 83","1137.93"," 25","342.75"," 68","1033.88"," 40","548.40","  1"
"CARPINOL 0.5%                 1ML","240","3950.40","100","1646.00"," 20","365.80","320","5267.20","130"
"CATAPRED E/D                  10ML"," 50","1028.50","  -","0.00"," 50","1300.00","  -","0.00","  -"
"EPITRATE 1ML                  1ML","550","4774.00","  -","0.00","400","3856.00","150","1302.00"," 20"
"ESTOCIN E/O                   5GM"," 57","3328.20","  -","0.00","  -","0.00"," 57","3328.20","  -"
"","","","","","","","","",""
"TOTAL","8821","551390.94","9111","568377.64","8040","466993.01","9892","718026.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..10","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"EYEVITAL CAP                  30S"," 44","2922.58"," 26","1726.98"," 39","2603.96"," 31","2059.09"," 85"
"EYEVITAL LX CAP               10S"," 29","2578.72","  -","0.00","  -","0.00"," 29","2578.72"," 27"
"HYCLO 0.05%                   5ML"," 64","18029.15","  -","0.00","  -","0.00"," 64","18029.1"," 64"
"HYPROSOL PFS 3ML              3ML"," 47","2644.69","  -","0.00","  -","0.00"," 47","2644.69"," 47"
"HYPROSOL VIAL                 5ML","735","31499.60","130","5571.36","700","28000.00","165","7071.34","  7"
"HYVET0.18%                    5ML","  1","160.17","  -","0.00","  -","0.00","  1","160.17","  1"
"JUST TEARS                    10ML"," 89","6341.00"," 65","4631.07","136","10643.35"," 18","1282.45"," 11"
"JUST TEARS LIQUIGEL E/D       10ML"," 78","6811.08","  -","0.00","  9","909.32"," 69","6025.18","  1"
"JUST TEARS WIPES              30*1","  4","593.39","  -","0.00","  -","0.00","  4","593.39","  4"
"LACRIGEL                      5GM"," 42","2474.76","137","8072.40"," 72","4387.34","107","6304.74"," 17"
"LYMOVITA                      200ML","  5","523.33","  -","0.00","  -","0.00","  5","523.33","  -"
"NEBRACIN E/D                  5ML"," 38","1042.33","  -","0.00","  -","0.00"," 38","1042.33"," 38"
"NEBRACIN OINT                 5GM","  -","0.00"," 30","1062.71"," 30","1181.00","  -","0.00","  -"
"OCCUCOM E/D                   10ML"," 83","4957.66","130","7765.02"," 42","2787.40","171","10213.9","  -"
"OCCUMOX                       5ML","387","26121.46"," 90","6074.76","412","30900.00"," 65","4387.32","  8"
"OCCUMOX E/O                   5GM"," 71","2510.34","  -","0.00"," 67","2401.31","  4","141.43","  2"
"OCCUMOX PFS-0.5ML             0.5ML","  4","569.98"," 65","9262.13"," 69","9241.17","  -","0.00","  -"
"OCULAN AMP                    2ML","210","2429.70","  -","0.00"," 60","768.40","150","1735.50"," 20"
"PARACAIN                      5ML","217","7812.00","700","25200.00","155","6168.00","762","27432.0"," 17"
"REFFRON TAB                   15S"," 28","5552.41","  -","0.00","  -","0.00"," 28","5552.41"," 28"
"RIBOCROSS RAPID               3ML","  3","8092.29","  3","8092.29","  4","11032.64","  2","5394.86","  -"
"SIMPLOVIR E/O                 5GM"," 90","4577.07","  -","0.00"," 39","1993.61"," 51","2593.67"," 51"
"T+ULTRA 1ML                   5*2","  4","2335.61"," 18","10510.23","  4","3114.28"," 18","10510.2","  -"
"TROPICACYL 1%                 5ml"," 79","2115.79","  -","0.00"," 62","1928.52"," 17","455.30","  7"
"TROPICACYL PLUS               5ML","279","11956.99","390","16714.08","250","11000.00","419","17956.9"," 31"
"XINEP E/D                     5ML","  3","271.47","  -","0.00","  2","256.19","  1","90.49","  1"
"ZONAT                         5ML"," 11","754.29"," 72","4937.20"," 56","4077.78"," 27","1851.45","  7"
" TOTAL","3655","172870.00","1981","111608.98","2746","139949.95","2890","150049.","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(ORIZO)","","","","","","","","",""
"BPROS                         5ML","  -","0.00"," 30","5207.04","  -","0.00"," 30","5207.04","  -"
"BPROS-T                       5ML","  1","161.78","  -","0.00","  -","0.00","  1","161.78","  1"
"BRIO                          5ML"," 16","2142.72","  -","0.00","  -","0.00"," 16","2142.72"," 16"
"BRIO-B                        5ML","  2","350.34"," 12","2102.02","  5","1167.85","  9","1576.51","  2"
"BRIO-T                        5ML"," 12","1928.52"," 60","9642.61"," 11","2142.90"," 61","9803.32","  -"
"CIBRIM T E/D                  5ML"," 77","6970.79","  -","0.00"," 16","1651.31"," 61","5522.31"," 19"
"CIBRIM Z E/D                  5ML"," 76","6554.73"," 90","7762.19"," 38","3876.65","128","11039.5"," 28"
"DORSUN                        5ML"," 38","4518.97"," 66","7848.74"," 62","8207.56"," 42","4994.65","  -"
"DORSUN T                      5ML"," 51","6911.92"," 66","8944.84"," 68","10410.72"," 49","6640.86","  -"
"DOVAS CAPS                    10S"," 20","2164.24","  -","0.00","  -","0.00"," 20","2164.24"," 20"
"HYPERTONE E/D                 10ML"," 60","1574.94","  -","0.00","  3","101.85"," 57","1496.19","  -"
"HYPROLIEF E/D                 10ML","  9","1205.28","  -","0.00","  -","0.00","  9","1205.28","  -"
"LACRIGUARD CAP                10'S"," 30","3342.62"," 66","7353.76"," 65","7279.93"," 31","3454.04","  -"
"TIMANOL 0.5%                  5ML"," 43","1428.26"," 66","2192.21"," 66","2387.23"," 43","1428.26","  1"
"TRAVOSUN E/D                  3ML"," 62","7738.84"," 24","2995.68"," 48","6685.50"," 38","4743.16","  -"
"TRAVOSUN-T                    2.5ML"," 19","3430.00","  -","0.00","  1","233.49"," 18","3249.47","  4"
" TOTAL","516","50423.94","480","54049.09","383","44144.99","613","64829.3","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(RETENT)","","","","","","","","",""
"ARA E/D                       10ML"," 12","1703.53","  -","0.00","  -","0.00"," 12","1703.53"," 12"
"CAROKID JELLIES               75GM","142","19927.24","  -","0.00"," 13","1986.56","129","18102.9","  8"
"GATSUN E/D                    5ML","146","3609.44"," 65","1606.94"," 77","2099.75","134","3312.77"," 28"
"GATSUN FORTE E/D              5ML","138","6004.89","260","11313.55","130","6160.28","268","11661.6","  4"
"NETIWASH 15'S                 15SA"," 15","2233.79","  -","0.00","  -","0.00"," 15","2233.79","  2"
"NETIWASH 30'S                 30S"," 17","3314.87","  -","0.00","  1","254.80"," 16","3119.88","  4"
"","","","","","","","","",""
"TOTAL","12452","794286.49","11772","744967.45","10852","655033.66","13372","959620.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..11","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"OCULACT                       5ML"," 24","3857.05","  -","0.00","  -","0.00"," 24","3857.05","  -"
"OFLO BM OINT                  5GM"," 54","1180.44","  -","0.00"," 10","235.62"," 44","961.84","  -"
"OFLO E/D                      5ML"," 22","471.33","  -","0.00","  -","0.00"," 22","471.33"," 22"
"OMNIDASE INJ                  1ML"," 20","2327.20","100","11636.00","100","12721.80"," 20","2327.20","  -"
"OTOFLU DROPS                  5ML","168","5732.45","130","4435.82","129","4827.96","169","5766.57"," 27"
"POLYCHLOR DM E/D              5ML","  2","110.77","  -","0.00","  -","0.00","  2","110.77","  2"
"POLYCHLOR DM E/O              5GM","144","7832.19","  -","0.00"," 65","3849.93"," 79","4296.83","  7"
"POLYCHLOR E/D                 5ML","  9","296.54","  -","0.00","  -","0.00","  9","296.54","  9"
"POLYCHLOR E/O                 5GM"," 12","421.08","  -","0.00","  -","0.00"," 12","421.08"," 12"
"REDIF E/D                     10ML"," 15","534.36","  -","0.00","  -","0.00"," 15","534.36"," 12"
"SYNOX NASAL DROPS             10ML","  3","71.85","  -","0.00","  -","0.00","  3","71.85","  -"
"TINNICAR CAP                  10S"," 39","5870.56"," 12","1806.33"," 30","5142.06"," 21","3161.07"," 14"
"TRYBLUE 1ML                   1ML"," 34","2331.45","  -","0.00","  -","0.00"," 34","2331.45"," 34"
"ULTRA GEL E/D                 10ML"," 78","6248.15"," 65","5206.79"," 72","6463.56"," 71","5687.42","  1"
"VITREON SACHET                30*4GM"," 46","7601.58"," 48","7932.08"," 46","8507.32"," 48","7932.08","  2"
"VITREON TABLETS               1*30"," 16","2440.57"," 36","5491.28"," 28","4783.73"," 24","3660.85","  -"
" TOTAL","1156","84121.32","716","49428.79","701","57033.37","1171","82022.8","  0"
"","","","","","","","","",""
"SURGICARE","","","","","","","","",""
"STERILE GLOVES 6.5            1S","  -","0.00","100","1650.00","100","1925.00","  -","0.00","  -"
" TOTAL","  0","0.00","100","1650.00","100","1925.00","  0","0.00","  0"
"","","","","","","","","",""
"TAS MED(INDIA)PVT.LTD(VALLIANT)","","","","","","","","",""
"ANGLIT 2.6                    30S"," 25","2289.07"," 66","6043.16"," 37","3694.88"," 54","4944.40","  -"
"WELHART 150                   10S","  2","1032.45","  3","1703.52","  2","1198.77","  3","1548.67","  -"
" TOTAL"," 27","3321.52"," 69","7746.68"," 39","4893.65"," 57","6493.07","  0"
"","","","","","","","","",""
"TASMED (INDIA) PVT LTD(PASSION)","","","","","","","","",""
"ETIPRO                        15'S"," 72","3343.07","  -","0.00","  -","0.00"," 72","3343.07","  -"
"GUTREX                        15'S"," 12","607.68","  -","0.00"," 12","675.20","  -","0.00","  -"
"LAMREST 10                    15S"," 69","9245.63"," 30","4019.84"," 62","8754.97"," 37","4957.80","  -"
"LAMREST GN                    10S"," 38","2545.90","  -","0.00"," 12","875.54"," 26","1741.93"," 18"
"MIBETA PLUS 10                10S"," 60","2926.88","150","7317.20","120","6406.44"," 90","4390.32","  -"
"MIBETA SR 40                  15'S"," 24","655.77","  -","0.00","  -","0.00"," 24","655.77","  -"
"VAP CR-300                    10'S"," 24","834.37","  -","0.00","  -","0.00"," 24","834.37","  -"
" TOTAL","299","20159.30","180","11337.04","206","16712.15","273","15923.2","  0"
"","","","","","","","","",""
"TASMED(INDIA) PVT.LTD(ASPIRE)","","","","","","","","",""
"IMACIN                        10S"," 78","2136.47","240","6573.74"," 78","2326.32","240","6573.74","  -"
" TOTAL"," 78","2136.47","240","6573.74"," 78","2326.32","240","6573.74","  0"
"","","","","","","","","",""
"TEKAY PRODUCTS","","","","","","","","",""
"FORMALINE                     4.5LTS","  -","0.00","  1","200.00","  -","0.00","  1","200.00","  -"
" TOTAL","  0","0.00","  1","200.00","  0","0.00","  1","200.00","  0"
"","","","","","","","","",""
"THE RAMARAJU COTTON MILLS PVT LTD","","","","","","","","",""
"COTTON ROLL400GM              1S","  -","0.00","  6","972.00","  6","1065.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","13542","867231.33","12759","809955.21","11761","728487.76","14540","1030699","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..12","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  0","0.00","  6","972.00","  6","1065.00","  0","0.00","  0"
"","","","","","","","","",""
"ZIVIRA LABS PVT.LTD","","","","","","","","",""
"BEPIREX                       5ML","  1","151.07","  -","0.00","  -","0.00","  1","151.07","  1"
"BRITIVIN E/D                  5ML"," 13","2883.27","  -","0.00","  -","0.00"," 13","2883.27"," 13"
"ENVISA TAB                    10S"," 91","10068.85","  3","331.94","  -","0.00"," 94","10400.7","  6"
"FOMIRA E/D                    10ML"," 19","4397.08"," 24","5554.20"," 18","4230.49"," 25","5785.63","  1"
"HYNIZA                        1S","  4","320.01","  -","0.00","  -","0.00","  4","320.01","  4"
"LATOBEST                      2.5ML"," 43","5040.17","  -","0.00"," 41","6261.31","  2","234.43","  -"
"LOTIVIZ E/D                   5ML","  7","746.97","  -","0.00","  -","0.00","  7","746.97","  7"
"NEPAWEL E/D                   5ML","121","11667.98"," 71","6846.50"," 83","9376.40","109","10510.8","  3"
"STRIOS LID WIPES              24S","  8","1203.61"," 68","0.00","  -","0.00"," 76","11434.3","  -"
"TIMOBEST E/D                  5ML"," 60","2010.00"," 59","1976.50"," 55","1851.21"," 64","2144.00","  -"
"TIZTA 10ML                    10ML","  3","675.00","  -","0.00","  -","0.00","  3","675.00","  1"
"TOBRAWIN                      5ML"," 31","2491.16","  -","0.00","  -","0.00"," 31","2491.16","  -"
"TOBRAWIN LP                   5ML","  1","112.50","  -","0.00","  -","0.00","  1","112.50","  1"
"VITTLES JELLY                 50G"," 16","2127.56"," 30","2892.15"," 16","2742.28"," 30","3989.17","  -"
"XIATRA E/D                    2.5ML","  6","1659.00","  -","0.00","  -","0.00","  6","1659.00","  -"
"ZIVIFRESH E/D                 10ML"," 60","3198.66"," 61","4371.50"," 58","3998.28"," 63","3358.59","  -"
"ZIVIFRESH GEL                 10ML"," 83","6473.39"," 34","2651.75"," 56","4620.11"," 61","4757.55","  -"
"ZIVIMOX-D E/D                 5ML","  2","213.42","  -","0.00","  -","0.00","  2","213.42","  2"
" TOTAL","569","55439.70","350","24624.54","327","33080.08","592","61867.7","  0"
"TOTAL","14111","922671.03","13109","834579.75","12088","761567.84","15132","1092567","  0"
