itemdescri,qty,value,e,f,g,h,i,j,k
"JOHNSON & JOHNSON","","","","","","","","",""
"MERISILK 4-0 NW5000           1S","  -","0.00"," 12","1437.36"," 12","1620.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 12","1437.36"," 12","1620.00","  0","0.00","  0"
"","","","","","","","","",""
"LENORA GLOVE PVT.LTD","","","","","","","","",""
"LAT.POW.FRE 7                 1S"," 50","662.50","  -","0.00","  -","0.00"," 50","662.50"," 50"
" TOTAL"," 50","662.50","  0","0.00","  0","0.00"," 50","662.50","  0"
"","","","","","","","","",""
"MADHU INSTRUMENTS PVT. LTD.","","","","","","","","",""
"FLURESCIEN STRIPS             1BOX","  2","460.00","  -","0.00","  -","0.00","  2","460.00","  -"
" TOTAL","  2","460.00","  0","0.00","  0","0.00","  2","460.00","  0"
"","","","","","","","","",""
"MEDIKLIN HEALTHCARE LTD","","","","","","","","",""
"FACE MASK                     1S","650","942.50","400","580.00","300","530.00","750","1087.50","100"
"","","","","","","","","",""
"TOTAL","7278","572412.64","7624","446860.09","7529","550762.35","7373","544448.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","650","942.50","400","580.00","300","530.00","750","1087.50","  0"
"","","","","","","","","",""
"NEON LABORATORIES LTD","","","","","","","","",""
"ANAWIN0.5% 20ML               1S","  -","0.00"," 20","1230.00"," 20","1346.50","  -","0.00","  -"
"LOX 2% 30ML                   1S","  -","0.00"," 30","705.00"," 30","764.50","  -","0.00","  -"
" TOTAL","  0","0.00"," 50","1935.00"," 50","2111.00","  0","0.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"FLURO E/D                     5ML"," 87","5568.00","  -","0.00","  -","0.00"," 87","5568.00","  -"
" TOTAL"," 87","5568.00","  0","0.00","  0","0.00"," 87","5568.00","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"H-2 O-2 400ML                 400ML","  -","0.00","  2","33.00","  2","39.00","  -","0.00","  -"
"NEBULISER                     1S","  1","980.00","  1","980.00","  -","0.00","  2","1960.00","  -"
"NECK PILLOW                   1S","  1","175.00","  -","0.00","  -","0.00","  1","175.00","  -"
"RED GLOVES 5%                 1S","  1","55.00","  -","0.00","  -","0.00","  1","55.00","  -"
"SHOE COVER POLY               1PAIR","  -","0.00"," 25","62.50"," 25","75.00","  -","0.00","  -"
" TOTAL","  3","1210.00"," 28","1075.50"," 27","114.00","  4","2190.00","  0"
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91"," 44"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40","  -"
"HEALTHY-PRIDE LZ              10S"," 90","2718.45","  -","0.00","  -","0.00"," 90","2718.45","  -"
"RI PRIDE DSR                  10S"," 30","848.55","  -","0.00","  -","0.00"," 30","848.55"," 30"
" TOTAL","234","10709.31","  0","0.00","  0","0.00","234","10709.3","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  1","300.00","  3","1008.00","  3","1080.00","  1","300.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  2"
"ROLLER BANDAID 15CM           10S","  -","0.00","  3","546.00","  3","600.00","  -","0.00","  -"
"STERILIUM                     500ML","  -","0.00","  3","690.00","  2","550.00","  1","208.00","  -"
" TOTAL","  3","720.00","  9","2244.00","  8","2230.00","  4","928.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK RAMSONS             1S"," 50","112.50","  -","0.00","  -","0.00"," 50","112.50"," 50"
"FACE MASK TIE                 1'S","  -","0.00","100","150.00","100","190.00","  -","0.00","  -"
" TOTAL"," 50","112.50","100","150.00","100","190.00"," 50","112.50","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S","  -","0.00"," 50","637.50"," 10","140.00"," 40","510.00","  -"
" TOTAL","  0","0.00"," 50","637.50"," 10","140.00"," 40","510.00","  0"
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 12","996.40","  -","0.00","  3","322.28","  9","747.30","  1"
"","","","","","","","","",""
"TOTAL","7667","591728.85","7861","452902.09","7727","555869.63","7801","565213.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..8","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"ATROZEN E/O                   5GM"," 16","200.16","  -","0.00","  -","0.00"," 16","200.16"," 16"
"CELLWET                       10ML"," 22","4125.00","  -","0.00"," 10","2197.50"," 12","2250.00","  -"
"CELWET ULTRA                  10ML"," 10","2142.83"," 12","2571.40","  1","280.00"," 21","4499.95","  -"
"COMPU .5%                     10ML"," 29","2050.78","  -","0.00","  8","644.94"," 21","1485.05","  1"
"COMPU 1%                      10ML"," 37","3270.49","  -","0.00","  8","896.67"," 29","2563.36","  4"
"DORSENZ                       5ML"," 18","2892.90","  6","964.30","  6","1251.45"," 18","2892.90"," 15"
"DORSENZ-T                     5ML"," 18","3664.35","  -","0.00","  2","483.00"," 16","3257.20"," 16"
"DUOBRIM LS                    5ML","149","7184.29","110","5786.00","159","8863.60","100","4821.67","  4"
"DUOBRIM-T                     5ML","104","6685.46","  -","0.00"," 18","1507.64"," 86","5528.36"," 11"
"FLI                           5ML","  6","385.70","  -","0.00","  -","0.00","  6","385.70"," 11"
"FLUNAREST 10                  10S"," 54","1494.90","  -","0.00"," 30","918.75"," 24","664.40","  -"
"FLUNAREST 5MG                 10S"," 36","621.00","  -","0.00","  -","0.00"," 36","621.00","  6"
"HYPERSENZ OINT                5GM"," 21","1890.00","  -","0.00","  -","0.00"," 21","1890.00"," 21"
"IREWET E/D                    10ML","  -","0.00","  6","1542.85","  -","0.00","  6","1542.85","  -"
"LEOS                          5ML","  6","482.15","  -","0.00","  -","0.00","  6","482.15","  3"
"LEOS-MX DROPS                 5ML"," 17","1593.75","  -","0.00","  -","0.00"," 17","1593.75"," 16"
"MACUVIT CAP                   10S","  6","488.15","  -","0.00","  -","0.00","  6","488.15","  6"
"NATASOL                       5ML"," 20","1357.00","  -","0.00","  -","0.00"," 20","1357.00"," 18"
"OBRIN E/D                     5ML"," 14","674.94","  -","0.00","  -","0.00"," 14","674.94"," 14"
"OBRIN E/O                     5GM"," 20","822.83","  -","0.00","  -","0.00"," 20","822.83"," 20"
"SENSOFI                       5ML"," 10","241.08","  -","0.00","  -","0.00"," 10","241.08"," 10"
"SENSONAC                      5ML","  6","514.30","  -","0.00","  -","0.00","  6","514.30","  6"
"SENZCLOR E/O                  5GM","  5","72.45","  -","0.00","  -","0.00","  5","72.45","  5"
"SENZCLOR-H E/O                5GM"," 15","618.75"," 12","495.00"," 12","548.02"," 15","618.75","  4"
"SENZGAT                       5ML","  9","222.51","260","6428.00","142","3884.54","127","3139.83","  -"
"SENZMOX                       5ML"," 13","1079.43","  6","498.20"," 13","1299.75","  6","498.20","  2"
"SENZMOX OINT                  5GM"," 10","412.50","  -","0.00","  -","0.00"," 10","412.50"," 10"
"SENZMOX-GX                    5ML","  4","600.00","  -","0.00","  -","0.00","  4","600.00","  4"
"SENZOPT E/D                   3ML"," 29","1864.41","  -","0.00"," -1","0.00"," 30","1928.70"," 30"
"SENZOPT-T                     3ML"," 11","919.27","  -","0.00","  -","0.00"," 11","919.27","  4"
"T-PLUS                        5ML"," 10","385.70","  -","0.00","  -","0.00"," 10","385.70"," 10"
"VOLVIT                        10S"," 15","1411.00","  -","0.00","  6","614.56","  9","846.60","  -"
"ZYTAMIN TAB                   10S"," 38","1089.84","  -","0.00","  -","0.00"," 38","1089.84"," 38"
" TOTAL","790","52454.34","412","18285.75","417","23712.70","785","50035.9","  0"
"","","","","","","","","",""
"SHERINGS","","","","","","","","",""
"CATOBAR                       10ML","122","3882.04","  -","0.00"," 83","4497.16"," 39","1240.98","  -"
"DIMPLE E/D                    10ML"," 36","1762.34","  -","0.00"," 13","692.96"," 23","1125.94","  5"
"DURALUB E/D                   10ML","  4","482.17","  -","0.00","  -","0.00","  4","482.17","  -"
"NEPAVAC E/D                   5ML","  7","746.26","  -","0.00"," -1","0.00","  8","852.87","  -"
"PATARID KT                    5ML"," 15","1086.50","  -","0.00","  -","0.00"," 15","1086.50","  -"
"RETIGARD TAB                  10S"," 12","823.74","  -","0.00","  2","295.95"," 10","686.45","  -"
"STARLUB E/D                   10ML","  8","1500.00","  -","0.00","  -","0.00","  8","1500.00","  -"
"TAGAMOX E/D                   5ML"," 12","964.30","  -","0.00","  -","0.00"," 12","964.30"," 12"
"TAGAMOX-KT                    5ML","  9","911.25","  -","0.00","  -","0.00","  9","911.25","  5"
"TAGAMOX-LP                    5ML","  3","280.38","  -","0.00","  -","0.00","  3","280.38","  -"
"TEARLUB E/D                   10ML"," 12","867.90","  -","0.00","  6","437.52","  6","433.95","  -"
"TEARLUB GEL                   10ML","  4","316.49","  -","0.00","  -","0.00","  4","316.49","  -"
"TOBRAVAS                      5ML"," 39","1909.50","  -","0.00"," 39","2078.87","  -","0.00","  -"
" TOTAL","283","15532.87","  0","0.00","142","8002.46","141","9881.28","  0"
"","","","","","","","","",""
"SHERWYN PHARMA(GENORA)","","","","","","","","",""
"PENTOGAST40 TAB               10S","  1","38.58","  -","0.00","  -","0.00","  1","38.58","  1"
" TOTAL","  1","38.58","  0","0.00","  0","0.00","  1","38.58","  0"
"","","","","","","","","",""
"TOTAL","8729","658758.22","8273","471187.84","8283","587262.51","8719","624421.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..9","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"SHERWYN PHARMACEUTICALS PVT LTD","","","","","","","","",""
"FLUNAWYN-5                    10S"," 15","241.13","  -","0.00","  -","0.00"," 15","241.13"," 15"
"ITROWYN E/D                   5ML"," 14","274.77","  -","0.00","  -","0.00"," 14","274.77"," 14"
" TOTAL"," 29","515.89","  0","0.00","  0","0.00"," 29","515.89","  0"
"","","","","","","","","",""
"SPECTRUM BIOCIDES INDIA PVT LTD","","","","","","","","",""
"POVIDEX 5%                    2LTR","  -","0.00","  1","385.00","  1","430.00","  -","0.00","  -"
" TOTAL","  0","0.00","  1","385.00","  1","430.00","  0","0.00","  0"
"","","","","","","","","",""
"SUBHAM PHARMACEUTICALS","","","","","","","","",""
"G-MOX                         5ML"," 43","1307.49","  -","0.00","  -","0.00"," 43","1307.49"," 43"
"LUBRY                         10ML","  1","46.46","  -","0.00","  -","0.00","  1","46.46","  1"
"PANTOZING DSR CAP             10S","  7","251.30","  -","0.00","  -","0.00","  7","251.30","  7"
"UFER SUSPENSION               200ML"," 60","4428.00","  -","0.00","  -","0.00"," 60","4428.00"," 60"
"VITAZING CAP                  10S","  1","27.51","  -","0.00","  -","0.00","  1","27.51","  1"
" TOTAL","112","6060.75","  0","0.00","  0","0.00","112","6060.75","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS","","","","","","","","",""
"ALCATOP 5ML                   5ML"," 60","5946.26","  -","0.00","  -","0.00"," 60","5946.26"," 60"
"ATROSUN E/D                   5ML"," 35","443.10"," 25","316.50","  -","0.00"," 60","759.60","  -"
"CARPINOL 0.5%                 1ML","130","1961.70","200","3018.00","110","1843.60","220","3319.80"," 20"
"EPITRATE 1ML                  1ML","130","1336.40","200","2056.00","120","1370.40","210","2158.80"," 10"
"ESTOCIN E/O                   5GM"," 63","3115.46","  -","0.00","  3","209.29"," 60","2967.11","  -"
"EYEVITAL CAP                  30S"," 65","3664.35","  -","0.00"," 65","4071.50","  -","0.00","  -"
"EYEVITAL LX CAP               10S","404","33160.89","234","19207.03","502","58713.97","136","11163.0","  -"
"HYCLO 0.05%                   5ML"," 78","18595.65","  -","0.00"," 65","16874.62"," 13","3099.28"," 13"
"HYPROSOL PFS 3ML              3ML"," 20","1553.20","  -","0.00","  -","0.00"," 20","1553.20","  3"
"HYPROSOL VIAL                 5ML","937","35175.17","520","18019.28","760","29689.60","697","26165.5","  7"
"HYVET0.18%                    5ML","377","55738.66","260","35226.60","506","99001.87","131","19368.0","  -"
"JUST TEARS                    10ML"," 78","4471.17","130","6878.72","125","7705.91"," 83","4757.78","  2"
"JUST TEARS LIQUIGEL E/D       10ML","204","14756.44","  -","0.00"," 83","6656.01","121","8752.60","  1"
"JUST TEARS WIPES              30*1","  9","1335.13","  -","0.00","  -","0.00","  9","1335.13","  6"
"LACRIGEL                      5GM","206","12138.08"," 65","3246.37","148","8435.59","123","7247.49"," 15"
"LYMOVITA                      200ML"," 63","6593.92","  -","0.00","  -","0.00"," 63","6593.92"," 24"
"NEBRACIN E/D                  5ML"," 84","2304.09","  -","0.00"," 50","1406.00"," 34","932.61"," 14"
"OCCUCOM E/D                   10ML","165","9855.62","130","7167.71","151","8745.21","144","8601.26","  -"
"OCCUMOX                       5ML"," 31","1931.47","  -","0.00"," 10","812.03"," 21","1308.41","  3"
"OCCUMOX E/O                   5GM"," 65","1944.42","  -","0.00","  4","169.39"," 61","1824.77","  -"
"OCCUMOX KT E/D                5ML"," 31","2077.16","  -","0.00","  -","0.00"," 31","2077.16"," 31"
"OCCUMOX PFS-0.5ML             0.5ML","174","20994.27","182","21959.52","151","17724.29","205","24734.6","  -"
"OCULAN AMP                    2ML","200","2256.00","  -","0.00"," 50","575.00","150","1692.00"," 50"
"PARACAIN                      5ML","509","16690.11","700","26089.00","785","32498.57","424","13902.9"," 19"
"REFFRON TAB                   15S"," 16","3050.68","  -","0.00","  -","0.00"," 16","3050.68"," 16"
"RIBOCROSS RAPID               3ML","  3","7425.00","  2","4950.00","  4","9820.00","  1","2475.00","  -"
"RIBOCROSS-3ML                 3ML","  1","2247.43","  -","0.00","  -","0.00","  1","2247.43","  -"
"SIMPLOVIR E/O                 5GM"," 72","3114.16","195","8434.17","195","9184.56"," 72","3114.16","  7"
"SUNEPHRINE 10%                5ML","120","2267.92","  -","0.00","120","2520.00","  -","0.00","  -"
"T+ULTRA 1ML                   5*2","  8","4285.56"," 12","6428.34","  4","2857.16"," 16","8571.12","  -"
"TROPICACYL 1%                 5ml"," 43","987.96","  -","0.00","  2","65.05"," 41","942.01"," 16"
"TROPICACYL PLUS               5ML","572","22628.32","130","5142.79","657","29340.50"," 45","1780.20"," 15"
"XINEP E/D                     5ML"," 29","2624.17"," 91","8234.47"," 47","6791.69"," 73","6605.67"," 14"
"XLHA DROPS 10ML               10ML","  7","1687.46","  -","0.00","  -","0.00","  7","1687.46","  7"
"","","","","","","","","",""
"TOTAL","13859","973692.23","11350","647947.34","13001","944774.32","12208","821733.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..10","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"ZONAT                         5ML"," 26","1765.93"," 26","1765.93"," 26","1771.38"," 26","1765.93","  -"
" TOTAL","5015","310123.29","3102","178140.43","4743","358853.19","3374","192501.","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(ORIZO)","","","","","","","","",""
"BPROS-T                       5ML","  1","161.78","  -","0.00","  -","0.00","  1","161.78","  1"
"BRIO                          5ML","  4","535.68","  -","0.00","  -","0.00","  4","535.68","  -"
"CAP-SR CAPS                   10S"," 20","595.20","  -","0.00"," 10","331.50"," 10","297.60","  -"
"CIBRIM T E/D                  5ML"," 26","2158.78"," 90","7472.70"," 59","5194.29"," 57","4732.71","  7"
"CIBRIM Z E/D                  5ML"," 40","3171.21"," 60","4756.80"," 32","2632.18"," 68","5391.05","  3"
"DORSUN                        5ML"," 72","7868.09"," 65","6556.74"," 99","11866.67"," 38","4152.60","  -"
"DORSUN T                      5ML"," 67","8326.65"," 30","3728.35"," 46","6318.53"," 51","6338.19","  -"
"DOVAS CAPS                    10S"," 18","1783.88"," 36","3567.75"," 42","4532.40"," 12","1189.25","  -"
"HYPERTONE E/D                 10ML"," 10","239.49","  -","0.00","  -","0.00"," 10","239.49","  -"
"LACRIGUARD CAP                10'S"," 10","1023.21"," 72","7161.31"," 34","3541.62"," 48","4911.40","  -"
"TIMANOL 0.5%                  5ML"," 40","1102.29"," 30","826.72"," 36","1080.45"," 34","936.95","  1"
"TRAVOSUN E/D                  3ML"," 27","3095.20"," 90","10317.33"," 55","6965.82"," 62","7107.49","  -"
"TRAVOSUN-T                    2.5ML","  2","331.05"," 12","1986.32","  8","1463.99","  6","993.16","  -"
" TOTAL","337","30392.50","485","46374.02","421","43927.45","401","36987.3","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(RETENT)","","","","","","","","",""
"ARA E/D                       10ML","  1","120.16","  -","0.00","  -","0.00","  1","120.16","  4"
"CAROKID JELLIES               75GM"," 79","11086.29","  -","0.00"," 13","1986.56"," 66","9261.96","  -"
"GATSUN E/D                    5ML"," 90","2225.00"," 65","1478.44"," 51","1286.46","104","2571.11"," 16"
"GATSUN FORTE E/D              5ML"," 55","2197.38"," 65","2596.90"," 42","1866.35"," 78","3116.28","  -"
"MYDRYN E/D                    5ML","  -","0.00","100","2126.00","100","2362.00","  -","0.00","  -"
"NETIWASH 15'S                 15SA"," 12","1787.03"," 11","1787.12"," 10","1784.97"," 13","1935.95","  -"
"NETIWASH 30'S                 30S","  6","1171.16","  -","0.00","  -","0.00","  6","1171.16","  1"
"OCULACT                       5ML"," 30","4419.57","  -","0.00","  -","0.00"," 30","4419.57","  -"
"OFLO E/D                      5ML"," 32","625.57","  -","0.00","  -","0.00"," 32","625.57","  -"
"OMNIDASE INJ                  1ML"," 20","2140.80","  -","0.00","  -","0.00"," 20","2140.80","  -"
"OTOFLU DROPS                  5ML"," 66","2056.07","130","4435.82"," 66","2249.10","130","4049.83","  -"
"PENTOLATE E/D                 5ML","  -","0.00","130","2956.88","120","3286.00"," 10","227.45","  -"
"POLYCHLOR DM E/D              5ML","  2","101.78","  -","0.00","  -","0.00","  2","101.78","  2"
"POLYCHLOR DM E/O              5GM"," 99","4944.48","  -","0.00"," 48","2885.60"," 51","2547.15","  2"
"POLYCHLOR E/D                 5ML","  9","217.91","  -","0.00","  -","0.00","  9","217.91","  9"
"POLYCHLOR E/O                 5GM"," 11","385.99","  -","0.00","  -","0.00"," 11","385.99"," 12"
"REDIF E/D                     10ML"," 25","890.60","  -","0.00","  6","232.75"," 19","676.85","  5"
"SYNOX NASAL DROPS             10ML","  3","55.64","  -","0.00","  -","0.00","  3","55.64","  3"
"TINNICAR CAP                  10S"," 24","3612.66","  -","0.00"," 10","1806.04"," 14","2107.38","  3"
"TRYBLUE 1ML                   1ML"," 18","1128.11"," 24","1504.14"," 10","835.70"," 32","2005.52","  3"
"ULTRA GEL E/D                 10ML","134","9653.79","  -","0.00"," 68","5638.02"," 66","4754.85","  -"
"VITREON SACHET                30*4GM"," 33","5453.31","120","19830.20","112","20337.41"," 41","6775.32","  -"
" TOTAL","749","54273.27","645","36715.50","656","46556.96","738","49268.2","  0"
"","","","","","","","","",""
"SURGICARE","","","","","","","","",""
"STERILE GLOVES 6              1PAIR"," 75","1320.00","  -","0.00","  -","0.00"," 75","1320.00"," 25"
"STERILE GLOVES 7              1S","  -","0.00"," 50","850.00"," 25","481.25"," 25","420.00","  -"
"STERILE GLOVES 8              1PAIR","  -","0.00"," 25","450.00"," 25","512.50","  -","0.00","  -"
"STERILED GLOVES 7.5           1PAIR"," 25","420.00","  -","0.00","  -","0.00"," 25","420.00","  -"
" TOTAL","100","1740.00"," 75","1300.00"," 50","993.75","125","2160.00","  0"
"","","","","","","","","",""
"TAS MED(INDIA)PVT.LTD(VALLIANT)","","","","","","","","",""
"CINZINE-25                    10S","100","1285.78","-100","-1543.00","  -","0.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","15171","1063149.71","12481","732559.79","14154","1038023.8","13498","911915.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..11","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"DIAGLIT SOFT                  50G"," 12","2534.15","  -","0.00","  -","0.00"," 12","2534.15","  -"
"DROVOTAS-80                   10S","  -","0.00","120","6363.75","120","6929.58","  -","0.00","  -"
"WELHART 50                    10S","  9","1314.91","  -","0.00","  -","0.00","  9","1314.91","  -"
" TOTAL","121","5134.84"," 20","4820.75","120","6929.58"," 21","3849.06","  0"
"","","","","","","","","",""
"TASMED (INDIA) PVT LTD(PASSION)","","","","","","","","",""
"DOTIN 25                      10S","  -","0.00","120","3308.87","120","3602.48","  -","0.00","  -"
"LAMREST 10                    15S"," 37","4507.04"," 90","10630.82"," 95","12734.51"," 32","3897.98","  -"
"LAMREST GN                    10S"," 40","2436.24"," 90","5481.53","113","7560.65"," 17","1035.40","  -"
"MIBETA PLUS 10                10S"," 60","2456.21","  -","0.00"," 60","2897.36","  -","0.00","  -"
" TOTAL","137","9399.48","300","19421.22","388","26795.00"," 49","4933.38","  0"
"","","","","","","","","",""
"TASMED(INDIA) PVT.LTD(ASPIRE)","","","","","","","","",""
"DOTIN 50                      10S","  -","0.00","108","4592.52"," 48","2223.03"," 60","2806.90","  -"
"IMACIN                        10S","120","2987.88"," 96","2390.30","120","3253.60"," 96","2390.30","  -"
" TOTAL","120","2987.88","204","6982.82","168","5476.63","156","5197.21","  0"
"","","","","","","","","",""
"THE RAMARAJU COTTON MILLS PVT LTD","","","","","","","","",""
"COTTON ROLL400GM              1S","  -","0.00","  6","972.00","  6","1070.00","  -","0.00","  -"
" TOTAL","  0","0.00","  6","972.00","  6","1070.00","  0","0.00","  0"
"","","","","","","","","",""
"ZIVIRA LABS PVT.LTD","","","","","","","","",""
"BEPIREX                       5ML"," 85","12840.95","  -","0.00","  -","0.00"," 85","12840.9"," 31"
"BRITIVIN E/D                  5ML"," 14","3105.06","  -","0.00","  -","0.00"," 14","3105.06","  5"
"DUCIRA GEL                    10GM"," 13","3426.41","  -","0.00","  -","0.00"," 13","3426.41"," 13"
"ENVISA TAB                    10S","121","20082.37","138","18424.44","158","20573.96","101","16762.9","  1"
"FOMIRA E/D                    10ML"," 84","23327.64"," 30","0.00","104","19593.56"," 10","2777.10","  -"
"HYNIZA                        1S","  4","320.01","  -","0.00","  -","0.00","  4","320.01","  4"
"LATOBEST                      2.5ML"," 33","5802.06","  -","0.00"," 29","4403.42","  4","703.28","  2"
"LOTIVIZ E/D                   5ML","160","17073.60","  -","0.00"," -3","0.00","163","17393.7"," 87"
"NEPAWEL E/D                   5ML","210","26189.10","327","37413.00","437","43734.07","100","12471.0","  7"
"PATVIRA E/D                   2.5ML"," 38","4971.16","  2","0.00"," 12","1424.52"," 28","3662.96","  -"
"PREDIRA E/D                   10ML"," 50","1768.00","  -","0.00","  -","0.00"," 50","1768.00","  -"
"STRIOS LID WIPES              24S"," 51","7786.17","488","73281.60","294","34911.90","245","37404.1","  -"
"TIMOBEST E/D                  5ML"," 73","2628.00","  9","0.00","  -","0.00"," 82","2952.00","  -"
"TIZTA 5ML                     5ML"," 55","7071.35","  -","0.00","  4","557.16"," 51","6557.07"," 51"
"TOBRAWIN                      5ML"," 67","5384.12","  -","0.00","  -","0.00"," 67","5384.12","  -"
"TOBRAWIN LP                   5ML","  5","562.50","  9","0.00","  -","0.00"," 14","1575.00","  5"
"VITTLES JELLY                 50G","106","20443.16"," 46","7714.40","130","21000.42"," 22","4242.92","  2"
"XIATRA E/D                    2.5ML","  6","1659.00","  -","0.00","  -","0.00","  6","1659.00","  6"
"ZIVIFRESH E/D                 10ML","188","14744.84"," 12","0.00"," 32","2574.56","168","13176.2","  2"
"ZIVIFRESH GEL                 10ML"," 95","11542.50"," 49","3037.50"," 39","3969.00","105","12757.5"," 13"
"ZIVIMOX E/D                   5ML"," 81","7550.01"," 15","0.00","  2","200.93"," 94","8761.74","  -"
"ZIVIMOX-D E/D                 5ML"," 44","4695.24"," 47","0.00","  -","0.00"," 91","9710.61"," 20"
"ZIVIMOX-LP                    5ML"," 30","2818.61","  1","0.00","  2","236.96"," 29","2724.66"," 23"
" TOTAL","1613","205791.87","1173","139870.94","1240","153180.46","1546","182136.","  0"
"TOTAL","17062","1285177.99","14284","906170.52","16076","1231475.5","15270","1108031","  0"
