itemdescri,qty,value,e,f,g,h,i,j,k
"ANAWIN0.5% 20ML               1S"," 10","664.50"," 70","4393.00"," 80","5572.00","  -","0.00","  -"
"LOX 2% 30ML                   1S"," 10","255.00"," 90","2255.00","100","2740.00","  -","0.00","  -"
" TOTAL"," 20","919.50","160","6648.00","180","8312.00","  0","0.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"LUBRICOOL E/D                 10ML"," 11","603.46","  -","0.00","  3","266.26","  8","438.88","  -"
"NEPACARE                      5ML"," 13","950.82","  -","0.00","  8","951.60","  5","365.70","  -"
" TOTAL"," 24","1554.28","  0","0.00"," 11","1217.86"," 13","804.58","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"NEBULISER                     1S","  1","980.00","  -","0.00","  -","0.00","  1","980.00","  -"
" TOTAL","  1","980.00","  0","0.00","  0","0.00","  1","980.00","  0"
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91"," 44"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40"," 70"
"HEALTHY-PRIDE LZ              10S"," 80","2416.40","  -","0.00","  -","0.00"," 80","2416.40"," 80"
"MONTI-PRIDE L                 10S"," 50","1526.75","  -","0.00","  -","0.00"," 50","1526.75"," 50"
"RI PRIDE DSR                  10S"," 50","1414.25","  -","0.00","  -","0.00"," 50","1414.25"," 50"
" TOTAL","294","12499.71","  0","0.00","  0","0.00","294","12499.7","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  -","0.00","  2","600.00","  2","740.00","  -","0.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  -"
" TOTAL","  2","420.00","  2","600.00","  2","740.00","  2","420.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK RAMSONS             1S","100","225.00","  -","0.00","  -","0.00","100","225.00","  -"
" TOTAL","100","225.00","  0","0.00","  0","0.00","100","225.00","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S"," 14","175.00","  -","0.00","  -","0.00"," 14","175.00","  -"
" TOTAL"," 14","175.00","  0","0.00","  0","0.00"," 14","175.00","  0"
"","","","","","","","","",""
"TOTAL","8262","580148.14","7866","466172.18","8410","606732.84","7718","526721.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..8","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 16","1414.27","  -","0.00","  5","557.82"," 11","972.31","  3"
"CELLWET                       10ML"," 12","2346.40"," 24","4692.80"," 15","3321.45"," 21","4106.20","  4"
"CELWET ULTRA                  10ML"," 17","3825.00"," 24","5142.80"," 19","4462.79"," 22","4950.00","  1"
"COMPU .5%                     10ML"," 36","2642.10"," 60","4403.50"," 57","4692.35"," 39","2862.28","  7"
"COMPU 1%                      10ML"," 33","3270.57"," 60","5946.50"," 41","4528.45"," 52","5153.63","  6"
"DORSENZ                       5ML"," 11","1767.88","  -","0.00","  6","1253.59","  5","803.58","  4"
"DORSENZ-T                     5ML"," 10","2035.75","  -","0.00","  3","798.00","  7","1425.03","  9"
"DUOBRIM LS                    5ML","121","6482.58","360","17358.00","309","16939.77","172","9214.90","  -"
"DUOBRIM-T                     5ML","131","9123.06","120","8357.00"," 35","3187.89","216","15042.6","  -"
"FLI                           5ML"," 10","642.83","  -","0.00","  -","0.00"," 10","642.83"," 10"
"FLUNAREST 10                  10S"," 30","931.50","  -","0.00","  -","0.00"," 30","931.50","  -"
"FLUNAREST 5MG                 10S"," 18","285.60","  -","0.00","  -","0.00"," 18","285.60","  -"
"HYPERSENZ OINT                5GM"," 21","1890.00","  -","0.00","  -","0.00"," 21","1890.00","  -"
"IREWET 5ML                    5ML"," 24","2314.20","  -","0.00","  -","0.00"," 24","2314.20","  1"
"IREWET E/D                    10ML","  1","257.14","  -","0.00","  -","0.00","  1","257.14","  -"
"KARBOXI                       10ML","180","7714.49","  -","0.00"," 27","1207.60","153","6557.32","  -"
"LEOS                          5ML","  7","562.51","  -","0.00","  -","0.00","  7","562.51","  4"
"LEOS-MX DROPS                 5ML"," 18","1832.10"," 12","1221.40"," 12","1225.00"," 18","1832.10"," 11"
"MACUVIT CAP                   10S","  6","610.15","  -","0.00","  -","0.00","  6","610.15","  6"
"MACUVIT PLUS                  10S","  6","1006.80","  -","0.00","  -","0.00","  6","1006.80","  3"
"NATASOL                       5ML"," 16","1085.60","  -","0.00","  -","0.00"," 16","1085.60"," 17"
"OBRIN E/O                     5GM"," 14","575.98","  -","0.00","  -","0.00"," 14","575.98"," 20"
"SENSOFI                       5ML"," 10","241.08","  -","0.00","  -","0.00"," 10","241.08"," 10"
"SENSONAC                      5ML","  3","257.15","  -","0.00","  -","0.00","  3","257.15","  3"
"SENZCLOR E/O                  5GM","  5","72.45","  -","0.00","  -","0.00","  5","72.45","  5"
"SENZCLOR-H E/O                5GM"," 12","514.30"," 12","495.00","  6","266.75"," 18","771.45","  3"
"SENZGAT                       5ML"," 36","890.03","910","22498.00","698","18963.08","248","6131.33","  -"
"SENZMOX                       5ML"," 14","1275.05"," 36","3278.70"," 23","2383.05"," 27","2459.03","  3"
"SENZMOX OINT                  5GM","  1","41.25","  -","0.00","  -","0.00","  1","41.25","  1"
"SENZMOX-GX                    5ML","  4","600.00","  -","0.00","  -","0.00","  4","600.00","  4"
"SENZOPT E/D                   3ML"," 24","1542.96","  -","0.00","  -","0.00"," 24","1542.96"," 24"
"SENZOPT-T                     3ML","  6","501.42","  5","417.85","  -","0.00"," 11","919.27","  6"
"T-PLUS                        5ML"," 10","385.70","  -","0.00","  -","0.00"," 10","385.70","  -"
"TRAVASENZ                     3ML","  5","417.85"," 12","1002.84","  5","357.15"," 12","1002.84","  -"
"VOLVIT                        10S","  9","915.23"," 12","1220.30"," 11","1268.40"," 10","1016.92","  -"
"ZYTAMIN TAB                   10S"," 38","803.83","  -","0.00","  -","0.00"," 38","803.83"," 38"
" TOTAL","915","61074.82","1647","76034.69","1272","65413.14","1290","79327.5","  0"
"","","","","","","","","",""
"SHERINGS","","","","","","","","",""
"CATOBAR                       10ML"," 80","3916.92"," 65","3182.50","108","5887.45"," 37","1811.58","  -"
"DIMPLE E/D                    10ML"," 72","3517.03","  -","0.00"," 48","2702.93"," 24","1172.34","  -"
"DURALUB E/D                   10ML","  3","401.80","  -","0.00","  -","0.00","  3","401.80","  -"
"DURALUB FUSION                10ML","  5","1068.75","  -","0.00","  -","0.00","  5","1068.75","  -"
"RETIGARD TAB                  10S"," 16","1196.00"," 60","4118.70"," 60","4484.97"," 16","1196.00","  -"
"TAGAMOX E/D                   5ML"," 10","724.33","  -","0.00","  -","0.00"," 10","724.33","  -"
"TAGAMOX-KT                    5ML","  5","506.25","  -","0.00","  -","0.00","  5","506.25","  -"
"TAGAMOX-LP                    5ML"," 40","3411.47","  -","0.00","  -","0.00"," 40","3411.47"," 37"
"TAGAMOX-TM                    5ML","  -","0.00"," 90","8679.00"," 45","4724.87"," 45","4339.50","  -"
"TEARLUB E/D                   10ML"," 24","1769.80","  -","0.00","  6","481.72"," 18","1327.35","  -"
"TEARLUB GEL                   10ML","  6","596.85","  -","0.00","  -","0.00","  6","596.85","  -"
"TOBRAVAS                      5ML"," 39","1909.50","  -","0.00"," 39","2078.87","  -","0.00","  -"
" TOTAL","300","19018.70","215","15980.20","306","20360.81","209","16556.2","  0"
"","","","","","","","","",""
"SHERWYN PHARMA(GENORA)","","","","","","","","",""
"PENTOGAST40 TAB               10S","  1","38.58","  -","0.00","  -","0.00","  1","38.58","  -"
"","","","","","","","","",""
"TOTAL","9478","660280.24","9728","558187.07","9988","692506.79","9218","622643.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..9","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  1","38.58","  0","0.00","  0","0.00","  1","38.58","  0"
"","","","","","","","","",""
"SHERWYN PHARMACEUTICALS PVT LTD","","","","","","","","",""
"FLUNAWYN-5                    10S"," 15","241.13","  -","0.00","  -","0.00"," 15","241.13","  -"
"ITROWYN E/D                   5ML"," 14","274.77","  -","0.00","  -","0.00"," 14","274.77","  -"
" TOTAL"," 29","515.89","  0","0.00","  0","0.00"," 29","515.89","  0"
"","","","","","","","","",""
"SPECTRUM BIOCIDES INDIA PVT LTD","","","","","","","","",""
"POVIDEX 5%                    2LTR","  -","0.00","  1","410.00","  1","450.00","  -","0.00","  -"
"POVIDEX5%                     500ML","  -","0.00","  1","100.00","  1","120.00","  -","0.00","  -"
" TOTAL","  0","0.00","  2","510.00","  2","570.00","  0","0.00","  0"
"","","","","","","","","",""
"SUBHAM PHARMACEUTICALS","","","","","","","","",""
"G-MOX                         5ML"," 43","1307.49","  -","0.00","  -","0.00"," 43","1307.49","  -"
"LUBRY                         10ML","  1","46.46","  -","0.00","  -","0.00","  1","46.46","  -"
"PANTOZING DSR CAP             10S","  7","251.30","  -","0.00","  -","0.00","  7","251.30","  -"
"UFER SUSPENSION               200ML"," 60","4428.00","  -","0.00","  -","0.00"," 60","4428.00","  -"
"VITAZING CAP                  10S","  1","27.51","  -","0.00","  -","0.00","  1","27.51","  -"
" TOTAL","112","6060.75","  0","0.00","  0","0.00","112","6060.75","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS","","","","","","","","",""
"ALCATOP 5ML                   5ML"," 30","2973.13","  -","0.00","  -","0.00"," 30","2973.13"," 30"
"ATROSUN E/D                   5ML"," 26","356.46"," 25","316.00"," 12","165.31"," 39","534.69","  1"
"CARPINOL 0.5%                 1ML","290","4773.40","200","3292.00","300","5143.70","190","3127.40","  -"
"EPITRATE 1ML                  1ML","230","1996.40","600","5208.00","480","4536.20","350","3038.00"," 20"
"ESTOCIN E/O                   5GM"," 91","5313.44","  -","0.00"," 26","1400.03"," 65","3795.31","  -"
"EYEVITAL CAP                  30S"," 65","4317.45","104","6560.18","104","6384.11"," 65","4317.45"," 59"
"EYEVITAL LX CAP               10S"," 33","2934.41","  -","0.00","  3","348.60"," 30","2667.64"," 27"
"HYCLO 0.05%                   5ML"," 26","7324.34"," 39","10986.51","  1","364.35"," 64","18029.1","  -"
"HYPROSOL PFS 3ML              3ML"," 57","3207.39","  -","0.00","  -","0.00"," 57","3207.39"," 47"
"HYPROSOL VIAL                 5ML","699","29956.76","530","19896.29","690","25410.11","539","23099.7","  7"
"HYVET0.18%                    5ML","161","25787.14","  -","0.00","130","27746.24"," 31","4965.23","  1"
"JUST TEARS                    10ML"," 95","6768.48","130","7451.95","154","9442.80"," 71","5058.55","  8"
"JUST TEARS LIQUIGEL E/D       10ML","144","12574.30","130","11351.80","157","13972.51","117","10216.6","  -"
"JUST TEARS WIPES              30*1","  6","890.09","  -","0.00","  -","0.00","  6","890.09","  4"
"LACRIGEL                      5GM","162","9545.49","195","11489.92","279","19803.77"," 78","4595.98"," 15"
"LYMOVITA                      200ML","  5","523.33","  -","0.00","  -","0.00","  5","523.33","  -"
"NEBRACIN DM                   10ML"," 25","369.75","100","1479.00"," 75","1199.39"," 50","739.50","  -"
"NEBRACIN E/D                  5ML"," 44","1206.91","  -","0.00","  -","0.00"," 44","1206.91"," 38"
"OCCUCOM E/D                   10ML","162","9676.41","195","11647.53","156","9365.66","201","12005.9","  -"
"OCCUMOX                       5ML"," 48","3239.87","345","23286.57","300","18300.00"," 93","6277.25","  8"
"OCCUMOX E/O                   5GM"," 74","2616.41","130","4596.40"," 73","2703.00","131","4631.75","  1"
"OCCUMOX PFS-0.5ML             0.5ML","  5","712.47","191","27216.41","187","25044.91","  9","1282.45","  -"
"OCULAN AMP                    2ML","200","2314.00","600","6898.50","530","6229.20","270","3123.90","  -"
"PARACAIN                      5ML","470","16920.00","550","19800.00","815","31392.00","205","7380.00","  -"
"REFFRON TAB                   15S"," 24","4759.21","  -","0.00","  -","0.00"," 24","4759.21"," 28"
"RIBOCROSS RAPID               3ML","  1","2697.43","  -","0.00","  1","2455.00","  -","0.00","  -"
"RIBOCROSS-3ML                 3ML","  -","0.00","  2","4494.86","  2","4994.28","  -","0.00","  -"
"SIMPLOVIR E/O                 5GM"," 71","3610.80","195","9916.98"," 71","3718.70","195","9916.98","  1"
"T+ULTRA 1ML                   5*2"," 12","7006.82","  -","0.00","  4","3114.28","  8","4671.21","  -"
"TROPICACYL 1%                 5ml"," 28","749.90"," 65","1740.85"," 59","1958.21"," 34","910.59","  7"
"","","","","","","","","",""
"TOTAL","12903","841978.86","14056","746326.82","14599","918269.15","12360","777165.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..10","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"TROPICACYL PLUS               5ML","397","17014.07","  -","0.00","322","14207.75"," 75","3214.25","  2"
"XINEP E/D                     5ML","  9","814.40","  -","0.00","  6","640.48","  3","271.47","  1"
"ZONAT                         5ML"," 72","4937.20","  -","0.00","  -","0.00"," 72","4937.20","  7"
" TOTAL","3762","197887.64","4326","187629.75","4937","240040.59","3151","156368.","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(ORIZO)","","","","","","","","",""
"BPROS-T                       5ML","  1","161.78","  -","0.00","  -","0.00","  1","161.78","  1"
"BRIO                          5ML","  4","535.68","  -","0.00","  -","0.00","  4","535.68","  4"
"BRIO-B                        5ML","  -","0.00"," 12","2102.02","  -","0.00"," 12","2102.02","  -"
"BRIO-T                        5ML","  5","803.55"," 12","1928.52","  5","802.08"," 12","1928.52","  -"
"CIBRIM T E/D                  5ML"," 47","4254.90"," 30","2715.89"," 32","3336.43"," 45","4073.84"," 11"
"CIBRIM Z E/D                  5ML"," 52","4484.82"," 90","7135.21"," 33","2900.68","109","9400.87"," 22"
"DORSUN                        5ML","197","23427.30"," 30","3567.61","137","18153.09"," 90","10702.8","  -"
"DORSUN T                      5ML","140","18973.89"," 60","8131.67","114","17326.48"," 86","11655.3","  -"
"DOVAS CAPS                    10S"," 26","2813.52","  -","0.00"," 12","1414.04"," 14","1514.97","  6"
"HYPERTONE E/D                 10ML"," 12","314.99","  -","0.00"," 12","343.00","  -","0.00","  -"
"HYPROLIEF E/D                 10ML"," 10","1339.20","  -","0.00","  -","0.00"," 10","1339.20","  -"
"LACRIGUARD CAP                10'S"," 41","4568.24","  -","0.00","  2","267.40"," 39","4345.40","  -"
"TIMANOL 0.5%                  5ML"," 63","2092.56"," 90","2989.38"," 62","2093.15"," 91","3022.59","  1"
"TRAVOSUN E/D                  3ML"," 53","6615.46"," 66","8238.12"," 45","6782.02"," 74","9236.68","  -"
"TRAVOSUN-T                    2.5ML"," 24","4332.63","  -","0.00","  -","0.00"," 24","4332.63","  2"
"ZOPTINA E/D                   5ML"," 60","3889.35","  -","0.00","  -","0.00"," 60","3889.35","  -"
" TOTAL","735","78607.86","390","36808.42","454","53418.37","671","68241.7","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(RETENT)","","","","","","","","",""
"ARA E/D                       10ML"," 12","1703.53","  -","0.00","  -","0.00"," 12","1703.53"," 12"
"CAROKID JELLIES               75GM"," 82","11507.28"," 65","9121.64","132","20587.23"," 15","2104.99","  -"
"GATSUN E/D                    5ML"," 17","420.28","360","9641.61","  -","0.00","377","9320.27"," 27"
"GATSUN FORTE E/D              5ML"," 73","3176.50"," 82","3568.12"," 70","3385.00"," 85","3698.66","  4"
"MYCLIN EAR DROPS              10ML"," 18","323.09"," 60","1076.96"," 18","330.00"," 60","1076.96","  -"
"NETIWASH 15'S                 15SA"," 21","3127.30"," 12","1787.03"," 12","2138.60"," 21","3127.30","  -"
"NETIWASH 30'S                 30S"," 21","4094.84","  -","0.00","  7","1424.26"," 14","2729.90","  1"
"OCULACT                       5ML"," 30","4821.31","  -","0.00","  -","0.00"," 30","4821.31","  -"
"OFLO BM OINT                  5GM","  4","87.44","  -","0.00","  -","0.00","  4","87.44","  -"
"OFLO E/D                      5ML"," 27","578.45","  -","0.00","  -","0.00"," 27","578.45","  3"
"OMNIDASE INJ                  1ML"," 30","3490.80"," 30","3211.20"," 30","3567.90"," 30","3490.80","  -"
"OTOFLU DROPS                  5ML","101","3446.29","195","6653.73","143","5313.47","153","5220.62"," 27"
"PENTOLATE E/D                 5ML"," 75","2410.50","  -","0.00"," 50","1785.50"," 25","803.50","  -"
"POLYCHLOR DM E/D              5ML","  2","110.77","  -","0.00","  -","0.00","  2","110.77","  2"
"POLYCHLOR DM E/O              5GM","114","6200.48","195","9739.11","169","9262.78","140","7614.63","  2"
"POLYCHLOR E/D                 5ML","  9","296.54","  -","0.00","  -","0.00","  9","296.54","  9"
"POLYCHLOR E/O                 5GM"," 12","421.08","  -","0.00","  -","0.00"," 12","421.08"," 12"
"REDIF E/D                     10ML"," 24","854.97","  -","0.00","  6","232.75"," 18","641.23"," 12"
"SYNOX NASAL DROPS             10ML","  3","71.85","  -","0.00","  -","0.00","  3","71.85","  -"
"TINNICAR CAP                  10S"," 46","6924.26","  -","0.00"," 21","4120.59"," 25","3763.18"," 14"
"TRYBLUE 1ML                   1ML"," 13","891.44","390","26513.08","368","28042.54"," 35","2400.02","  5"
"ULTRA GEL E/D                 10ML"," 82","6568.57"," 65","5206.79"," 18","1533.26","129","10333.4","  1"
"VITREON SACHET                30*4GM"," 70","11567.62"," 72","11898.12"," 84","15137.36"," 58","9584.60","  1"
" TOTAL","886","73095.19","1526","88417.39","1128","96861.24","1284","74001.1","  0"
"","","","","","","","","",""
"SURGICARE","","","","","","","","",""
"STERILE GLOVES 6              1PAIR"," 25","440.00","  -","0.00","  -","0.00"," 25","440.00","  -"
"STERILE GLOVES 6.5            1S","  -","0.00"," 25","412.50"," 25","481.25","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","15027","1016887.58","15997","871965.13","16534","1083878.2","14490","928271.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..11","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"STERILE GLOVES 7              1S"," 25","412.50"," 75","1237.50","100","1887.50","  -","0.00","  -"
"STERILED GLOVES 7.5           1PAIR"," 25","420.00","  -","0.00","  -","0.00"," 25","420.00","  -"
" TOTAL"," 75","1272.50","100","1650.00","125","2368.75"," 50","860.00","  0"
"","","","","","","","","",""
"TAS MED(INDIA)PVT.LTD(VALLIANT)","","","","","","","","",""
"ANGLIT 2.6                    30S"," 60","5493.77","  -","0.00","  -","0.00"," 60","5493.77","  -"
" TOTAL"," 60","5493.77","  0","0.00","  0","0.00"," 60","5493.77","  0"
"","","","","","","","","",""
"TASMED (INDIA) PVT LTD(PASSION)","","","","","","","","",""
"GAPITAS-L                     30G","  -","0.00","  -","0.00"," -6","0.00","  6","800.32","  -"
"LAMREST 10                    15S"," 79","10585.58","120","14617.42","148","20693.56"," 51","6833.73","  -"
"LAMREST GN                    10S"," 37","2478.90","  -","0.00"," 12","795.86"," 25","1674.93","  4"
"MIBETA PLUS 10                10S"," 60","2926.88","108","5268.39","150","7967.40"," 18","878.06","  -"
" TOTAL","176","15991.36","228","19885.81","304","29456.82","100","10187.0","  0"
"","","","","","","","","",""
"TASMED(INDIA) PVT.LTD(ASPIRE)","","","","","","","","",""
"DOTIN 50                      10S","  -","0.00"," 60","2806.89"," 60","3056.62","  -","0.00","  -"
"IMACIN                        10S","120","3286.87","300","8217.17","252","7190.46","168","4601.62","  -"
" TOTAL","120","3286.87","360","11024.06","312","10247.08","168","4601.62","  0"
"","","","","","","","","",""
"THE RAMARAJU COTTON MILLS PVT LTD","","","","","","","","",""
"COTTON ROLL400GM              1S","  1","162.00"," 10","1620.00"," 11","1965.00","  -","0.00","  -"
" TOTAL","  1","162.00"," 10","1620.00"," 11","1965.00","  0","0.00","  0"
"","","","","","","","","",""
"ZIVIRA LABS PVT.LTD","","","","","","","","",""
"BEPIREX                       5ML","  1","151.07","  -","0.00","  -","0.00","  1","151.07","  1"
"BRITIVIN E/D                  5ML"," 14","3105.06","  -","0.00","  -","0.00"," 14","3105.06"," 13"
"DUCIRA GEL                    10GM"," 13","3426.41","  -","0.00","  -","0.00"," 13","3426.41","  -"
"ENVISA TAB                    10S"," 79","8741.09"," 57","8464.47"," 73","10087.23"," 63","6970.74","  -"
"FOMIRA E/D                    10ML","  5","1157.13"," 26","5554.20","  5","1496.56"," 26","6017.05","  -"
"HYNIZA                        1S","  4","320.01","  -","0.00","  -","0.00","  4","320.01","  4"
"LATOBEST                      2.5ML"," 40","4688.53"," 59","8302.70"," 58","8822.47"," 41","4805.75","  -"
"LOTIVIZ E/D                   5ML"," 19","2027.49","  -","0.00","  2","230.03"," 17","1814.07","  -"
"NEPAWEL E/D                   5ML","146","14078.72"," 21","0.00"," 56","6847.81","111","10703.6","  2"
"PATVIRA E/D                   2.5ML"," 13","1453.60","  -","0.00"," 13","1424.53","  -","0.00","  -"
"STRIOS LID WIPES              24S","142","21364.16"," 26","0.00","140","17000.00"," 28","4212.65","  -"
"TIMOBEST E/D                  5ML"," 70","2345.00","  9","0.00"," 39","1176.00"," 40","1340.00","  -"
"TIZTA 10ML                    10ML","  1","225.00","  -","0.00","  -","0.00","  1","225.00","  -"
"TIZTA 5ML                     5ML"," 51","6557.07","  -","0.00","  -","0.00"," 51","6557.07","  -"
"TOBRAWIN                      5ML"," 25","2009.00","  -","0.00","  -","0.00"," 25","2009.00","  -"
"TOBRAWIN LP                   5ML","  1","112.50","  -","0.00","  -","0.00","  1","112.50","  1"
"VITTLES JELLY                 50G"," 19","2526.48","146","25065.30","105","16857.52"," 60","7978.34","  -"
"XIATRA E/D                    2.5ML","  6","1659.00","  -","0.00","  -","0.00","  6","1659.00","  -"
"ZIVIFRESH E/D                 10ML"," 55","2932.11"," 48","1960.75"," 26","1959.78"," 77","4104.95","  -"
"ZIVIFRESH GEL                 10ML"," 55","4289.59"," 50","5303.50"," 51","4748.36"," 54","4211.60","  -"
"ZIVIMOX E/D                   5ML"," 58","5406.18","  1","0.00","  -","0.00"," 59","5499.39","  -"
"ZIVIMOX-D E/D                 5ML","  6","640.26","  2","0.00","  -","0.00","  8","853.68","  -"
"ZIVIMOX-LP                    5ML","  3","281.86","  -","0.00","  -","0.00","  3","281.86","  -"
" TOTAL","826","89497.31","445","54650.92","568","70650.29","703","76358.8","  0"
"","","","","","","","","",""
"TOTAL","16260","1132151.39","17115","960383.42","17829","1198084.9","15546","1025332","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..12","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"TOTAL","16260","1132151.39","17115","960383.42","17829","1198084.9","15546","1025332","  0"
