itemdescri,qty,value,e,f,g,h,i,j,k
" TOTAL","  0","0.00","125","6348.50","125","7097.50","  0","0.00","  0"
"","","","","","","","","",""
"OCUZEN HEALTH CARE","","","","","","","","",""
"FLURO E/D                     5ML"," 87","5568.00","  -","0.00","  -","0.00"," 87","5568.00","  -"
"NEPACARE                      5ML","105","7200.20","  -","0.00","105","7317.56","  -","0.00","  -"
"OZOLINE                       10ML"," 88","3982.88","  -","0.00"," 45","2217.64"," 43","1946.18","  -"
" TOTAL","280","16751.08","  0","0.00","150","9535.20","130","7514.18","  0"
"","","","","","","","","",""
"OTHERS","","","","","","","","",""
"NECK PILLOW                   1S","  -","0.00","  1","175.00","  -","0.00","  1","175.00","  -"
"","","","","","","","","",""
"TOTAL","6025","475989.51","6550","443780.53","5193","404671.23","7382","568094.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","  0","0.00","  1","175.00","  0","0.00","  1","175.00","  0"
"","","","","","","","","",""
"PRIDE&PRIME PHARMACEUTICALS","","","","","","","","",""
"BACTO-PRIDE                   5GM"," 44","2079.91","  -","0.00","  -","0.00"," 44","2079.91","  -"
"CANZO PRIDE TAB               10S"," 70","5062.40","  -","0.00","  -","0.00"," 70","5062.40","  -"
"HEALTHY-PRIDE LZ              10S"," 90","2718.45","200","6041.00","200","7071.00"," 90","2718.45","  -"
"MONTI-PRIDE L                 10S"," 40","1221.40","  -","0.00","  -","0.00"," 40","1221.40","  -"
"RI PRIDE DSR                  10S","130","3677.05","100","2828.50","150","6286.00"," 80","2262.80","  -"
" TOTAL","374","14759.21","300","8869.50","350","13357.00","324","13344.9","  0"
"","","","","","","","","",""
"RAMAN&WEIL PVT LTD","","","","","","","","",""
"BACILLOCID EXTRA              500ML","  3","900.00","  -","0.00","  1","370.00","  2","600.00","  -"
"BACTORUB BLUE                 500ML","  2","420.00","  -","0.00","  -","0.00","  2","420.00","  2"
"STERILIUM                     500ML","  1","208.00","  -","0.00","  1","265.00","  -","0.00","  -"
" TOTAL","  6","1528.00","  0","0.00","  2","635.00","  4","1020.00","  0"
"","","","","","","","","",""
"RAMSONS","","","","","","","","",""
"FACE MASK TIE                 1'S","  -","0.00","200","430.00","200","500.00","  -","0.00","  -"
" TOTAL","  0","0.00","200","430.00","200","500.00","  0","0.00","  0"
"","","","","","","","","",""
"SANGAM HEALTHCARE (SAFTI-NV)","","","","","","","","",""
"IV SET                        1S","  3","38.25","  -","0.00","  -","0.00","  3","38.25","  -"
" TOTAL","  3","38.25","  0","0.00","  0","0.00","  3","38.25","  0"
"","","","","","","","","",""
"SEARLE","","","","","","","","",""
"GEROGEN                       2ML","  -","0.00"," 10","57.50"," 10","65.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 10","57.50"," 10","65.00","  0","0.00","  0"
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 12","996.40","  -","0.00","  -","0.00"," 12","996.40","  1"
"ATROZEN E/O                   5GM"," 16","200.16","  -","0.00","  -","0.00"," 16","200.16"," 16"
"CELLWET                       10ML"," 10","1875.00"," 12","2250.00","  6","1225.00"," 16","3000.00","  -"
"CELWET ULTRA                  10ML"," 12","2571.40"," 24","5142.80"," 13","3077.10"," 23","4928.52","  -"
"COMPU .5%                     10ML"," 18","1272.90","  -","0.00","  6","457.31"," 12","848.60","  -"
"COMPU 1%                      10ML"," 37","3270.49"," 36","3529.20"," 33","3586.69"," 40","3535.67","  4"
"DORSENZ                       5ML"," 22","3535.77","  -","0.00","  -","0.00"," 22","3535.77"," 15"
"DORSENZ-T                     5ML"," 18","3664.35","  -","0.00","  -","0.00"," 18","3664.35"," 16"
"DUOBRIM E/D                   5ML","  2","101.58","  -","0.00","  -","0.00","  2","101.58","  -"
"DUOBRIM LS                    5ML","120","5786.00","244","11376.96","235","12221.61","129","6219.95","  -"
"DUOBRIM-T                     5ML","215","13820.91","110","7714.00","151","11858.83","174","11185.2","  1"
"FLI                           5ML","  6","385.70","  -","0.00","  -","0.00","  6","385.70"," 11"
"FLUNAREST 10                  10S","138","3820.30","  -","0.00"," 30","918.75","108","2989.80","  -"
"FLUNAREST 5MG                 10S"," 36","621.00","  -","0.00"," 30","551.25","  6","103.50","  6"
"HYPERSENZ OINT                5GM"," 21","1890.00","  -","0.00","  -","0.00"," 21","1890.00"," 21"
"LEOS                          5ML","  5","401.79","  -","0.00","  -","0.00","  5","401.79","  1"
"LEOS-MX DROPS                 5ML"," 14","1312.50"," 12","1125.00","  6","612.50"," 20","1875.00","  6"
"MACUVIT CAP                   10S","  6","488.15","  -","0.00","  -","0.00","  6","488.15","  6"
"","","","","","","","","",""
"TOTAL","7116","538329.36","7498","484275.49","6265","453737.27","8349","628847.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..8","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"NATASOL                       5ML"," 20","1357.00","  -","0.00"," 12","885.00","  8","542.80","  9"
"OBRIN E/D                     5ML"," 14","674.94","  -","0.00","  -","0.00"," 14","674.94"," 14"
"OBRIN E/O                     5GM"," 20","822.83","  -","0.00","  -","0.00"," 20","822.83"," 20"
"SENSOFI                       5ML"," 16","385.73","  -","0.00","  -","0.00"," 16","385.73"," 10"
"SENSONAC                      5ML","  6","514.30","  -","0.00","  4","448.01","  2","171.43","  -"
"SENZCLOR E/O                  5GM","  5","72.45","  -","0.00","  -","0.00","  5","72.45","  5"
"SENZCLOR-H E/O                5GM"," 20","825.00","  -","0.00","  -","0.00"," 20","825.00","  4"
"SENZGAT                       5ML","134","3312.90","130","3214.00","136","3672.77","128","3164.56","  -"
"SENZMOX                       5ML"," 12","996.40"," 12","996.40"," 14","1301.95"," 10","830.33","  2"
"SENZMOX OINT                  5GM"," 12","495.00","  -","0.00","  -","0.00"," 12","495.00"," 10"
"SENZMOX-GX                    5ML","  -","0.00","  6","900.00","  1","196.00","  5","750.00","  -"
"SENZOPT E/D                   3ML"," 11","707.19"," 10","642.90","  -","0.00"," 21","1350.09","  9"
"SENZOPT-T                     3ML","  9","752.13"," 10","835.70","  5","455.01"," 14","1169.98","  4"
"T-PLUS                        5ML"," 10","385.70","  -","0.00","  -","0.00"," 10","385.70"," 10"
"VOLVIT                        10S"," 12","1128.80","  -","0.00","  6","614.56","  6","564.40","  -"
"ZYTAMIN TAB                   10S"," 38","1089.84","  -","0.00","  -","0.00"," 38","1089.84"," 38"
" TOTAL","1047","59534.61","606","37726.96","688","42082.34","965","59645.3","  0"
"","","","","","","","","",""
"SHERINGS","","","","","","","","",""
"CATOBAR                       10ML"," 41","1304.62","205","9547.50"," 55","3046.19","191","6077.62","  -"
"DIMPLE E/D                    10ML"," 47","2300.83"," 39","1909.50"," 26","1385.92"," 60","2937.23","  -"
"DURALUB E/D                   10ML","  4","482.17","  -","0.00","  -","0.00","  4","482.17","  -"
"DURALUB-EG                    5GM"," 12","957.90","  -","0.00"," 12","1064.30","  -","0.00","  -"
"NEPAVAC E/D                   5ML"," 18","1918.95","  -","0.00","  -","0.00"," 18","1918.95","  -"
"PREDNATE-DM                   5ML","  -","0.00"," 60","5786.00"," 60","6299.83","  -","0.00","  -"
"RETIGARD TAB                  10S"," 18","1235.61","  -","0.00","  -","0.00"," 18","1235.61","  -"
"STARLUB E/D                   10ML","  8","1500.00","  -","0.00","  -","0.00","  8","1500.00","  -"
"TAGAMOX E/D                   5ML","  6","482.15","  -","0.00","  -","0.00","  6","482.15","  -"
"TAGAMOX-KT                    5ML","  -","0.00"," 12","1215.00","  -","0.00"," 12","1215.00","  -"
"TAGAMOX-LP                    5ML","  5","467.31","  -","0.00","  -","0.00","  5","467.31","  -"
"TEARLUB E/D                   10ML","  -","0.00"," 24","1607.20","  6","446.45"," 18","1301.85","  -"
"TEARLUB GEL                   10ML"," 10","791.23","  -","0.00","  6","560.02","  4","316.49","  -"
"TEARMIST-EG                   5GM"," 12","957.90","  -","0.00"," 12","1064.30","  -","0.00","  -"
"TOBRAVAS                      5ML"," 13","636.50"," 65","3182.50"," 39","2078.88"," 39","1909.50","  -"
" TOTAL","194","13035.16","405","23247.70","216","15945.89","383","19843.8","  0"
"","","","","","","","","",""
"SHERWYN PHARMA(GENORA)","","","","","","","","",""
"PENTOGAST40 TAB               10S","  1","38.58","  -","0.00","  -","0.00","  1","38.58","  1"
" TOTAL","  1","38.58","  0","0.00","  0","0.00","  1","38.58","  0"
"","","","","","","","","",""
"SHERWYN PHARMACEUTICALS PVT LTD","","","","","","","","",""
"FLUNAWYN-5                    10S"," 15","241.13","  -","0.00","  -","0.00"," 15","241.13"," 15"
"ITROWYN E/D                   5ML"," 14","274.77","  -","0.00","  -","0.00"," 14","274.77"," 14"
" TOTAL"," 29","515.89","  0","0.00","  0","0.00"," 29","515.89","  0"
"","","","","","","","","",""
"SUBHAM PHARMACEUTICALS","","","","","","","","",""
"G-MOX                         5ML"," 43","1307.49","  -","0.00","  -","0.00"," 43","1307.49"," 43"
"LUBRY                         10ML","  1","46.46","  -","0.00","  -","0.00","  1","46.46","  1"
"PANTOZING DSR CAP             10S","  7","251.30","  -","0.00","  -","0.00","  7","251.30","  7"
"UFER SUSPENSION               200ML"," 60","4428.00","  -","0.00","  -","0.00"," 60","4428.00"," 60"
"VITAZING CAP                  10S","  1","27.51","  -","0.00","  -","0.00","  1","27.51","  1"
"","","","","","","","","",""
"TOTAL","7791","571499.96","8071","514112.19","6659","477256.46","9203","668601.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..9","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","112","6060.75","  0","0.00","  0","0.00","112","6060.75","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS","","","","","","","","",""
"ATROSUN E/D                   5ML","  7","88.62"," 25","285.75"," 11","138.05"," 21","265.86","  -"
"CARPINOL 0.5%                 1ML"," 80","1207.20","100","1509.00"," 50","838.00","130","1961.70"," 10"
"CATAPRED E/D                  10ML","  -","0.00","105","2465.40"," 50","1300.00"," 55","1291.40","  -"
"EPITRATE 1ML                  1ML","110","1130.80","500","4640.00","370","3814.70","240","2467.20","  -"
"ESTOCIN E/O                   5GM"," 62","3066.01"," 65","2956.88"," 39","1931.87"," 88","4351.76","  -"
"EYEVITAL LX CAP               10S"," 22","1805.79","  -","0.00","  -","0.00"," 22","1805.79","  -"
"HYCLO 0.05%                   5ML"," 13","3099.28","  -","0.00","  -","0.00"," 13","3099.28"," 13"
"HYPROSOL PFS 3ML              3ML","  -","0.00","120","9319.20","100","8629.00"," 20","1553.20","  -"
"HYPROSOL VIAL                 5ML"," 14","525.56","880","27529.36","800","25154.00"," 94","3528.78","  7"
"HYVET0.18%                    5ML"," 16","2365.57","  -","0.00","  -","0.00"," 16","2365.57","  -"
"JUST TEARS                    10ML","  6","343.94","403","19253.33","221","11921.82","188","10776.6","  1"
"JUST TEARS LIQUIGEL E/D       10ML","  2","144.67","325","21221.65","130","9300.94","197","14250.0","  -"
"JUST TEARS WIPES              30*1","  4","593.39","  -","0.00","  -","0.00","  4","593.39","  -"
"LACRIGEL                      5GM"," 61","3594.28","325","16231.85","271","18620.79","115","6776.11"," 10"
"LYMOVITA                      200ML"," 44","4605.28"," 13","1360.65","  -","0.00"," 57","5965.93"," 24"
"NEBRACIN E/D                  5ML"," 10","274.30","104","2632.69"," 50","1406.00"," 64","1755.50","  -"
"OCCUCOM E/D                   10ML","  2","119.46","455","23060.57","169","9326.95","288","17202.5","  -"
"OCCUMOX                       5ML"," 60","3738.32"," 39","2237.01","  6","406.01"," 93","5794.40","  3"
"OCCUMOX E/O                   5GM"," 65","1944.42"," 65","1783.93"," 65","1942.36"," 65","1944.42","  -"
"OCCUMOX KT E/D                5ML"," 31","2077.16","  -","0.00","  -","0.00"," 31","2077.16"," 31"
"OCCUMOX PFS-0.5ML             0.5ML","  -","0.00","156","18822.44","100","11700.00"," 56","6756.78","  -"
"OCULAN AMP                    2ML"," 60","676.80","100","1018.00"," 10","113.10","150","1692.00","  -"
"PANTHOBIC GEL                 5GM","  -","0.00"," 26","2494.10"," 26","2771.40","  -","0.00","  -"
"PARACAIN                      5ML","197","6459.63","600","20190.00","550","20559.00","247","8099.13","  -"
"REFFRON TAB                   15S"," 16","3050.68","  -","0.00","  -","0.00"," 16","3050.68"," 16"
"RIBOCROSS-3ML                 3ML","  -","0.00","  1","2061.64","  -","0.00","  1","2247.43","  -"
"SIMPLOVIR E/O                 5GM"," 67","2897.90"," 65","2811.39"," 39","1836.91"," 93","4022.45","  -"
"T+ULTRA 1ML                   5*2","  3","1607.09","  2","1285.72","  3","2142.87","  2","1071.39","  -"
"TROPICACYL 1%                 5ml"," 43","987.96"," 78","1617.54"," 50","1468.20"," 71","1631.29","  7"
"TROPICACYL PLUS               5ML","122","4826.32","  -","0.00"," 25","1312.50"," 97","3837.32","  -"
"XINEP E/D                     5ML"," 28","2533.68"," 26","2352.71","  -","0.00"," 54","4886.38"," 13"
"XLHA DROPS 10ML               10ML","  7","1687.46","  -","0.00","  -","0.00","  7","1687.46","  7"
"ZONAT                         5ML"," 26","1765.93"," 26","1594.14"," 24","1771.40"," 28","1901.77","  -"
" TOTAL","1178","57217.49","4604","190734.95","3159","138405.87","2623","130710.","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(ORIZO)","","","","","","","","",""
"BPROS                         5ML","  2","291.96"," 48","7006.92"," 23","3892.80"," 27","3941.39","  -"
"BPROS-T                       5ML","  -","0.00"," 12","1941.32","  -","0.00"," 12","1941.32","  -"
"BRIO-T                        5ML","  1","147.32","  -","0.00","  1","192.50","  -","0.00","  -"
"CAP-SR CAPS                   10S","  -","0.00","100","2976.00"," 60","1977.59"," 40","1190.40","  -"
"CIBRIM T E/D                  5ML"," 48","3985.44","  -","0.00"," 14","1190.79"," 34","2823.02","  4"
"CIBRIM Z E/D                  5ML"," 46","3646.89"," 60","4371.33"," 42","3331.91"," 64","5073.93","  1"
"DORSUN                        5ML","  6","655.67","150","15025.65"," 94","10333.86"," 62","6775.30","  -"
"DORSUN T                      5ML"," 34","4225.46"," 60","6846.23"," 37","4635.72"," 57","7083.86","  -"
"DOVAS CAPS                    10S","  6","594.63"," 48","4564.21"," 30","2975.03"," 24","2378.50","  -"
"HYPERTONE E/D                 10ML"," 38","910.07","  -","0.00"," 26","700.54"," 12","287.39","  -"
"HYPERTONE E/O                 5GM"," 26","1555.73","  -","0.00","  -","0.00"," 26","1555.73","  -"
"LACRIGUARD CAP                10'S"," 14","1432.49","  -","0.00","  1","122.50"," 13","1330.17","  -"
"TIMANOL 0.5%                  5ML"," 43","1184.96"," 36","895.76"," 37","1007.67"," 42","1157.41","  1"
"TRAVOSUN E/D                  3ML"," 13","1490.28","127","12631.50"," 92","10946.66"," 48","5502.58","  -"
"TRAVOSUN-T                    2.5ML"," 10","1655.27","  -","0.00","  -","0.00"," 10","1655.27","  -"
" TOTAL","287","21776.17","641","56258.92","457","41307.57","471","42696.2","  0"
"","","","","","","","","",""
"TOTAL","9256","650493.62","13316","761106.06","10275","656969.90","12297","842009.","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..10","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(RETENT)","","","","","","","","",""
"ARA E/D                       10ML","  1","120.16","  -","0.00","  -","0.00","  1","120.16","  4"
"GATSUN E/D                    5ML"," 80","1977.78","  -","0.00"," 12","297.52"," 68","1681.11"," 16"
"GATSUN FORTE E/D              5ML"," 61","2437.09","  -","0.00","  -","0.00"," 61","2437.09","  -"
"NETIWASH 15'S                 15SA","  2","297.84","  -","0.00","  -","0.00","  2","297.84","  -"
"OTOFLU DROPS                  5ML"," 65","2024.91","  -","0.00"," 65","2205.00","  -","0.00","  -"
"POLYCHLOR DM E/O              5GM"," 70","3496.09","  -","0.00"," 68","3705.11","  2","99.89","  -"
"POLYCHLOR E/D                 5ML","  9","217.91","  -","0.00","  -","0.00","  9","217.91","  9"
"POLYCHLOR E/O                 5GM"," 11","385.99","  -","0.00","  -","0.00"," 11","385.99"," 12"
"REDIF E/D                     10ML"," 17","605.60","  -","0.00","  -","0.00"," 17","605.60","  5"
"SYNOX NASAL DROPS             10ML","  3","55.64","  -","0.00","  -","0.00","  3","55.64","  3"
"TINNICAR CAP                  10S"," 25","3763.18"," 36","4975.60"," 20","3401.17"," 41","6171.62","  -"
"TRYBLUE 1ML                   1ML"," 15","940.09","  -","0.00"," 10","771.40","  5","313.36","  3"
"ULTRA GEL E/D                 10ML","  3","216.13"," 65","4227.33"," 32","2455.21"," 36","2593.56","  -"
" TOTAL","362","16538.41","101","9202.93","207","12835.41","256","14979.7","  0"
"","","","","","","","","",""
"SURGICARE","","","","","","","","",""
"STE.GLOVES 8                  1PAIR","  -","0.00"," 50","912.50"," 50","1025.00","  -","0.00","  -"
"STERILE GLOVES 6              1PAIR"," 75","1320.00","  -","0.00","  -","0.00"," 75","1320.00"," 25"
"STERILE GLOVES 7              1S","  -","0.00"," 50","862.50"," 50","962.50","  -","0.00","  -"
" TOTAL"," 75","1320.00","100","1775.00","100","1987.50"," 75","1320.00","  0"
"","","","","","","","","",""
"SUTURES INDIA","","","","","","","","",""
"TRUSEAL TSL 250               1S","  1","270.00","  -","0.00","  -","0.00","  1","270.00","  -"
" TOTAL","  1","270.00","  0","0.00","  0","0.00","  1","270.00","  0"
"","","","","","","","","",""
"TAS MED(INDIA)PVT.LTD(VALLIANT)","","","","","","","","",""
"ACTIFUL                       15S","  -","0.00"," 24","6556.94"," 12","3570.04"," 12","3278.47","  -"
"AMITOP 10                     10S","  -","0.00"," 60","735.97"," 60","818.00","  -","0.00","  -"
"AMITOP 25                     10'S","  -","0.00"," 60","799.97"," 60","889.50","  -","0.00","  -"
"AMITOP PLUS H                 10'S","  -","0.00"," 30","441.98"," 30","491.00","  -","0.00","  -"
"BENMEC                        10S"," 30","5078.30","  -","0.00"," 30","5356.00","  -","0.00","  -"
"CINZINE-25                    10S","120","1542.94","  -","0.00","  -","0.00","120","1542.94","  -"
"DROVOTAS-80                   10S","  -","0.00","240","11571.54","  -","0.00","240","12727.5","  -"
"DROVOTAS-A                    10'S","  -","0.00"," 12","655.67"," 12","728.60","  -","0.00","  -"
"ESIUM-D                       10S"," 17","1050.84"," 65","3371.87"," 42","2607.56"," 40","2472.57","  -"
"ESIUM-HP KIT                  6'S","  -","0.00"," 48","5091.40"," 48","5544.06","  -","0.00","  -"
"FRACBON                       10S"," 30","3775.35","  -","0.00","  -","0.00"," 30","3775.35","  -"
"LAMREST 5                     15S"," 18","1208.05","  -","0.00","  -","0.00"," 18","1208.05","  -"
"LAXITAS SYP                   200ML","  -","0.00"," 12","1052.36","  -","0.00"," 12","1157.55","  -"
"MEPRIDE-VM 2                  15S"," 10","500.53","  -","0.00","  -","0.00"," 10","500.53","  -"
"MINADO 500                    10S","  -","0.00","100","4400.00","  -","0.00","100","4400.00","  -"
"MOXICHECK 0.2                 15'S","  -","0.00"," 12","735.57"," 10","817.40","  2","122.60","  -"
"MOXICHECK 0.3                 15'S","  -","0.00"," 24","2041.32"," 20","2268.20","  4","340.22","  -"
"PRIMODE                       10'S","  -","0.00"," 12","1195.65","  -","0.00"," 12","1195.65","  -"
"RUTOR                         10S"," 49","4426.16"," 12","1083.96"," 60","6022.50","  1","90.33","  -"
"RUTOR D                       10S"," 10","966.78","  -","0.00","  -","0.00"," 10","966.78","  -"
"STONIL                        200ML","  2","114.10"," 24","1369.14"," 18","1133.44","  8","456.38","  -"
"SUCROTAS-O                    200ML","  9","997.99"," 12","1330.65"," 12","1449.03","  9","997.99","  -"
"TIGLAZ-DM                     15S"," 15","1433.02","  -","0.00","  -","0.00"," 15","1433.02","  -"
"VENEW PLUS                    15'S","  -","0.00"," 30","3857.10"," 30","4285.75","  -","0.00","  -"
"WELHART 150                   10S"," 12","6194.52","  -","0.00","  -","0.00"," 12","6194.52","  -"
"","","","","","","","","",""
"TOTAL","10016","695910.61","14294","818375.08","11026","707773.89","13284","901439.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..11","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"WELHART 50                    10S","  6","876.61","  -","0.00","  -","0.00","  6","876.61","  -"
" TOTAL","328","28165.18","777","46291.09","444","35981.08","661","43737.0","  0"
"","","","","","","","","",""
"TASMED (INDIA) PVT LTD(PASSION)","","","","","","","","",""
"GAPITAS-L                     30G"," 12","1477.51"," 48","6402.55"," 48","7043.26"," 12","1477.51","  -"
"LAMREST 10                    15S","159","19368.08","150","16610.59","152","18417.33","157","19124.4","  -"
"LAMREST GN                    10S","  -","0.00"," 72","3986.84"," 42","2532.36"," 30","1827.18","  -"
"MIBETA PLUS 10                10S","120","4912.42","120","4836.81","120","5294.36","120","4912.42","  -"
"NERSAVE TRIO                  15'S","  -","0.00"," 60","9160.13"," 30","5089.25"," 30","4227.76","  -"
" TOTAL","291","25758.00","450","40996.92","392","38376.56","349","31569.3","  0"
"","","","","","","","","",""
"TASMED(INDIA) PVT.LTD(ASPIRE)","","","","","","","","",""
"IMACIN                        10S"," 60","1493.94","  -","0.00","  -","0.00"," 60","1493.94","  -"
" TOTAL"," 60","1493.94","  0","0.00","  0","0.00"," 60","1493.94","  0"
"","","","","","","","","",""
"THE RAMARAJU COTTON MILLS PVT LTD","","","","","","","","",""
"COTTON ROLL400GM              1S","  -","0.00","  4","456.00","  4","488.00","  -","0.00","  -"
"GAUZE CLOTH90C*10M            1S","  -","0.00","  3","420.00","  3","456.00","  -","0.00","  -"
" TOTAL","  0","0.00","  7","876.00","  7","944.00","  0","0.00","  0"
"","","","","","","","","",""
"VKEY","","","","","","","","",""
"EYE SHIELDS                   1S","300","630.00","  -","0.00","100","290.00","200","420.00","  -"
" TOTAL","300","630.00","  0","0.00","100","290.00","200","420.00","  0"
"","","","","","","","","",""
"ZIVIRA LABS PVT.LTD","","","","","","","","",""
"BRITIVIN E/D                  5ML"," 10","2217.90","  -","0.00","  -","0.00"," 10","2217.90","  1"
"DUCIRA GEL                    10GM"," 32","8434.24","  -","0.00","  -","0.00"," 32","8434.24"," 13"
"ENVISA TAB                    10S"," 24","3983.28","270","30204.00"," 78","11021.10","216","35849.5","  1"
"FOMIRA E/D                    10ML"," 78","21661.38","106","18948.00"," 91","17336.66"," 93","25827.0","  -"
"HYNIZA                        1S","  4","320.01","  -","0.00","  -","0.00","  4","320.01","  4"
"LATOBEST                      2.5ML"," 36","6329.52"," 63","8003.50"," 13","1707.46"," 86","15120.5","  -"
"LOTIVIZ E/D                   5ML"," 97","10350.87"," 40","0.00","  1","115.01","136","14512.5"," 10"
"NEPAWEL E/D                   5ML","172","21450.12","217","18706.50","163","16581.28","226","28184.4","  7"
"PATVIRA E/D                   2.5ML"," 98","12820.36","  5","0.00"," 86","8311.61"," 17","2223.94","  -"
"PREDIRA E/D                   10ML","  -","0.00","200","7072.00","150","5893.50"," 50","1768.00","  -"
"STRIOS LID WIPES              24S","176","26869.92"," 36","0.00","150","16971.90"," 62","9465.54","  -"
"TIMOBEST E/D                  5ML","  2","72.00","109","3600.00"," 28","878.40"," 83","2988.00","  -"
"TIZTA 10ML                    10ML"," 70","15750.00","  -","0.00"," 39","7500.00"," 31","6975.00","  -"
"TIZTA 5ML                     5ML"," 65","8357.05","  -","0.00","  1","138.57"," 64","8228.48"," 51"
"VITTLES JELLY                 50G"," 79","15235.94"," 76","9643.00"," 40","6546.55","115","22178.9","  2"
"XIATRA E/D                    2.5ML"," 25","6912.50","  -","0.00","  -","0.00"," 25","6912.50","  6"
"ZIVIFRESH E/D                 10ML","120","9411.60","802","56920.50","501","35635.15","421","33019.0","  2"
"ZIVIFRESH GEL                 10ML","176","21384.00","170","12150.00","169","17426.40","177","21505.5","  4"
"ZIVIMOX E/D                   5ML","220","20506.20","  7","0.00"," 13","1115.45","214","19946.9","  -"
"ZIVIMOX-D E/D                 5ML","196","20915.16"," 30","0.00","  6","580.99","220","23476.2","  -"
"ZIVIMOX-LP                    5ML"," 86","8080.03","  -","0.00","  -","0.00"," 86","8080.03","  -"
" TOTAL","1766","241062.08","2131","165247.50","1529","147760.03","2368","297234.","  0"
"","","","","","","","","",""
"TOTAL","12439","965731.23","16882","1025495.5","13054","895144.48","16267","1233033","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..12","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"TOTAL","12439","965731.23","16882","1025495.5","13054","895144.48","16267","1233033","  0"
