itemdescri,qty,value,e,f,g,h,i,j,k
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..7","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL"," 20","250.00","  0","0.00","  6","84.00"," 14","175.00","  0"
"","","","","","","","","",""
"SENSES PHARMACEUTICALS LTD","","","","","","","","",""
"ALLERPAT                      5ML"," 13","1149.09","  -","0.00","  -","0.00"," 13","1149.09","  3"
"ATROZEN E/O                   5GM"," 16","200.16","-16","-200.16","  -","0.00","  -","0.00","  -"
"CELLWET                       10ML","  8","1564.27","  -","0.00","  -","0.00","  8","1564.27","  3"
"CELWET ULTRA                  10ML"," 14","3150.00"," 12","2571.40"," 12","3074.25"," 14","3150.00","  1"
"COMPU .5%                     10ML"," 28","2054.97"," 24","1568.60"," 18","1470.92"," 34","2495.32","  7"
"COMPU 1%                      10ML"," 10","991.08"," 60","5303.50"," 34","3395.54"," 36","3567.90","  6"
"DORSENZ                       5ML"," 22","3535.77","-12","-2082.84","  2","420.01","  8","1285.73","  3"
"DORSENZ-T                     5ML"," 22","4478.65"," -5","-1218.24","  7","1859.29"," 10","2035.75","  5"
"DUOBRIM LS                    5ML","119","6375.43","360","17358.00","329","17823.12","150","8036.25","  -"
"DUOBRIM-T                     5ML","126","8774.85","  -","0.00"," 43","3604.97"," 83","5780.26","  -"
"FLI                           5ML"," 11","707.12"," -1","-77.14","  -","0.00"," 10","642.83"," 10"
"FLUNAREST 10                  10S"," 30","931.50"," 60","1661.00"," 30","884.69"," 60","1863.00","  -"
"FLUNAREST 5MG                 10S"," 18","285.60"," 54","729.80"," 42","675.22"," 30","476.00","  -"
"HYPERSENZ OINT                5GM"," 21","1890.00","  -","0.00","  -","0.00"," 21","1890.00","  -"
"IREWET 5ML                    5ML","  -","0.00"," 60","5785.50"," 36","3857.10"," 24","2314.20","  -"
"IREWET E/D                    10ML","  5","1285.71","  -","0.00","  1","332.57","  4","1028.57","  -"
"KARBOXI                       10ML","123","5271.57","  -","0.00"," 35","1545.73"," 88","3771.53","  -"
"LEOS                          5ML","  7","562.51","  -","0.00","  2","209.99","  5","401.79","  3"
"LEOS-MX DROPS                 5ML"," 16","1628.53","  -","0.00","  -","0.00"," 16","1628.53"," 11"
"MACUVIT CAP                   10S","  6","610.15","  -","0.00","  -","0.00","  6","610.15","  6"
"MACUVIT PLUS                  10S","  6","1006.80","  -","0.00","  -","0.00","  6","1006.80","  3"
"NATASOL                       5ML"," 18","1221.30"," -2","-148.90","  -","0.00"," 16","1085.60"," 17"
"OBRIN E/D                     5ML"," 14","674.94","-14","-674.94","  -","0.00","  -","0.00","  -"
"OBRIN E/O                     5GM"," 20","822.83"," -6","-271.56","  -","0.00"," 14","575.98"," 20"
"SENSOFI                       5ML"," 10","241.08","  -","0.00","  -","0.00"," 10","241.08"," 10"
"SENSONAC                      5ML","  6","514.30","  -","0.00","  -","0.00","  6","514.30","  3"
"SENZCLOR E/O                  5GM","  5","72.45","  -","0.00","  -","0.00","  5","72.45","  5"
"SENZCLOR-H E/O                5GM","  7","300.01","  9","363.21"," 11","536.25","  5","214.29","  3"
"SENZGAT                       5ML","131","3238.73","260","6428.00","263","7104.15","128","3164.56","  -"
"SENZMOX                       5ML"," 10","910.75"," 12","996.40"," 14","1410.45","  8","728.60","  2"
"SENZMOX OINT                  5GM"," 10","412.50","-10","-445.50","  -","0.00","  -","0.00","  1"
"SENZMOX-GX                    5ML","  4","600.00","  -","0.00","  -","0.00","  4","600.00","  4"
"SENZOPT E/D                   3ML"," 30","1928.70"," -5","-253.95","  -","0.00"," 25","1607.25"," 24"
"SENZOPT-T                     3ML"," 11","919.27"," -2","-128.58","  3","270.22","  6","501.42","  4"
"T-PLUS                        5ML"," 10","385.70","  -","0.00","  -","0.00"," 10","385.70","  -"
"VOLVIT                        10S"," 12","1220.30"," 12","1128.80"," 14","1594.08"," 10","1016.92","  -"
"ZYTAMIN TAB                   10S"," 38","803.83","  -","0.00","  -","0.00"," 38","803.83"," 38"
" TOTAL","957","60720.44","850","38392.40","896","50068.55","911","56209.9","  0"
"","","","","","","","","",""
"SHERINGS","","","","","","","","",""
"CATOBAR                       10ML","111","5434.73"," 25","1209.16","108","5886.61"," 28","1370.92","  -"
"DIMPLE E/D                    10ML"," 31","1514.28"," 65","3182.00"," 31","1732.40"," 65","3175.10","  -"
"DURALUB E/D                   10ML","  5","669.67","  -","0.00","  -","0.00","  5","669.67","  -"
"RETIGARD TAB                  10S"," 16","1196.00","  -","0.00","  -","0.00"," 16","1196.00","  -"
"TAGAMOX E/D                   5ML"," 12","869.20","  -","0.00","  -","0.00"," 12","869.20","  -"
"TAGAMOX-KT                    5ML","  5","506.25","  -","0.00","  -","0.00","  5","506.25","  -"
"TAGAMOX-LP                    5ML","  -","0.00"," 65","6396.50","  -","0.00"," 65","5543.64","  -"
"TEARLUB E/D                   10ML","  1","73.74"," 24","1579.80","  6","438.48"," 19","1401.09","  -"
"TEARLUB GEL                   10ML","  -","0.00"," 12","1058.50","  -","0.00"," 12","1193.70","  -"
" TOTAL","181","10263.86","191","13425.96","145","8057.49","227","15925.5","  0"
"","","","","","","","","",""
"TOTAL","8001","561602.06","9672","559802.07","8138","567486.13","9535","635925.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..8","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"","","","","","","","","",""
"SHERWYN PHARMA(GENORA)","","","","","","","","",""
"PENTOGAST40 TAB               10S","  1","38.58","  -","0.00","  -","0.00","  1","38.58","  -"
" TOTAL","  1","38.58","  0","0.00","  0","0.00","  1","38.58","  0"
"","","","","","","","","",""
"SHERWYN PHARMACEUTICALS PVT LTD","","","","","","","","",""
"FLUNAWYN-5                    10S"," 15","241.13","  -","0.00","  -","0.00"," 15","241.13","  -"
"ITROWYN E/D                   5ML"," 14","274.77","  -","0.00","  -","0.00"," 14","274.77","  -"
" TOTAL"," 29","515.89","  0","0.00","  0","0.00"," 29","515.89","  0"
"","","","","","","","","",""
"SPECTRUM BIOCIDES INDIA PVT LTD","","","","","","","","",""
"CETRILON                      1LT","  -","0.00","  2","180.00","  2","192.00","  -","0.00","  -"
" TOTAL","  0","0.00","  2","180.00","  2","192.00","  0","0.00","  0"
"","","","","","","","","",""
"SUBHAM PHARMACEUTICALS","","","","","","","","",""
"G-MOX                         5ML"," 43","1307.49","  -","0.00","  -","0.00"," 43","1307.49","  -"
"LUBRY                         10ML","  1","46.46","  -","0.00","  -","0.00","  1","46.46","  -"
"PANTOZING DSR CAP             10S","  7","251.30","  -","0.00","  -","0.00","  7","251.30","  -"
"UFER SUSPENSION               200ML"," 60","4428.00","  -","0.00","  -","0.00"," 60","4428.00","  -"
"VITAZING CAP                  10S","  1","27.51","  -","0.00","  -","0.00","  1","27.51","  -"
" TOTAL","112","6060.75","  0","0.00","  0","0.00","112","6060.75","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS","","","","","","","","",""
"ALCATOP 5ML                   5ML"," 60","5946.26","  -","0.00","  -","0.00"," 60","5946.26"," 30"
"ATROSUN E/D                   5ML","  -","0.00"," 50","632.00"," 16","220.15"," 34","466.14","  1"
"CARPINOL 0.5%                 1ML","230","3785.80","  -","0.00"," 10","167.60","220","3621.20","  -"
"EPITRATE 1ML                  1ML"," 10","86.80","900","7074.00","330","2880.90","580","5034.40","  -"
"ESTOCIN E/O                   5GM","  1","58.39","130","7018.05"," 39","2100.04"," 92","5371.82","  -"
"EYEVITAL CAP                  30S","  -","0.00","130","8061.60"," 65","3990.07"," 65","4317.45"," 59"
"EYEVITAL LX CAP               10S","344","30588.96","330","29877.73","640","75884.80"," 34","3023.33","  2"
"HYCLO 0.05%                   5ML"," 13","3662.17","  -","0.00","  -","0.00"," 13","3662.17","  -"
"HYPROSOL PFS 3ML              3ML","  3","168.81"," 48","2700.96","  -","0.00"," 51","2869.77","  3"
"HYPROSOL VIAL                 5ML"," 24","1028.56","650","24776.60","520","22506.40","154","6599.92","  7"
"HYVET0.18%                    5ML","338","54136.99"," 24","3844.05","326","69600.09"," 36","5766.07","  1"
"JUST TEARS                    10ML"," 43","3063.63","140","8197.18"," 60","3745.57","123","8763.41","  8"
"JUST TEARS LIQUIGEL E/D       10ML"," 50","4366.08","120","9403.62"," 54","4400.08","116","10129.2","  -"
"JUST TEARS WIPES              30*1","  6","890.09","  -","0.00","  -","0.00","  6","890.09","  4"
"LACRIGEL                      5GM","108","6363.66","190","11254.24"," 74","5454.31","224","13198.7","  8"
"LYMOVITA                      200ML"," 24","2511.97","  -","0.00","  -","0.00"," 24","2511.97","  -"
"NEBRACIN E/D                  5ML"," 44","1206.91","  -","0.00","  -","0.00"," 44","1206.91"," 38"
"OCCUCOM E/D                   10ML"," 58","3464.39","195","11826.77"," 70","4292.60","183","10930.7","  -"
"OCCUMOX                       5ML","  3","202.49"," 65","4454.84","  6","441.00"," 62","4184.83","  7"
"OCCUMOX E/O                   5GM","  -","0.00","135","4439.78"," 38","1270.38"," 97","3429.62","  1"
"OCCUMOX KT E/D                5ML"," 31","2077.16","  -","0.00","  -","0.00"," 31","2077.16","  -"
"OCCUMOX PFS-0.5ML             0.5ML","  1","142.49","325","43134.93","300","35100.00"," 26","3704.85","  -"
"OCULAN AMP                    2ML"," 80","925.60","  -","0.00","  -","0.00"," 80","925.60","  -"
"PARACAIN                      5ML","354","12744.00","875","28691.25","700","25187.68","529","19044.0","  -"
"REFFRON TAB                   15S"," 16","3172.80"," 60","11898.02","  -","0.00"," 76","15070.8","  4"
"RIBOCROSS RAPID               3ML","  1","2697.43","  3","7425.00","  3","7365.00","  1","2697.43","  -"
"SIMPLOVIR E/O                 5GM"," 32","1627.40","130","6713.06"," 26","1224.61","136","6916.46","  1"
"T+ULTRA 1ML                   5*2"," 16","9342.43"," 18","10510.23","  3","2335.71"," 31","18100.9","  -"
"","","","","","","","","",""
"TOTAL","10033","722478.54","14192","801915.98","11420","835845.12","12805","813001.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..9","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"TROPICACYL 1%                 5ml"," 29","776.68","  -","0.00"," 10","321.95"," 19","508.86","  7"
"TROPICACYL PLUS               5ML"," 59","2528.54","520","22285.44","  -","0.00","579","24813.9","  2"
"XINEP E/D                     5ML"," 26","2352.70","  -","0.00","  -","0.00"," 26","2352.70","  1"
"XLHA DROPS 10ML               10ML","  7","1687.46","  -","0.00","  -","0.00","  7","1687.46","  -"
"ZONAT                         5ML"," 67","4594.34"," 65","4039.05"," 60","4716.25"," 72","4937.20","  7"
" TOTAL","2078","166200.98","5103","268258.40","3350","273205.19","3831","204761.","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(ORIZO)","","","","","","","","",""
"BPROS-T                       5ML","  1","161.78","  -","0.00","  -","0.00","  1","161.78","  1"
"BRIO                          5ML","  4","535.68","  -","0.00","  -","0.00","  4","535.68","  4"
"BRIO-B                        5ML","  -","0.00","  6","1051.01","  -","0.00","  6","1051.01","  -"
"BRIO-T                        5ML","  -","0.00"," 60","8839.15"," 33","5892.90"," 27","4339.18","  -"
"CIBRIM T E/D                  5ML"," 46","4164.37","  -","0.00"," 19","1538.88"," 27","2444.30"," 11"
"CIBRIM Z E/D                  5ML","  4","344.99","156","12367.71"," 67","5713.64"," 93","8020.92"," 22"
"DORSUN                        5ML"," 59","7016.30","180","20248.69","176","20870.92"," 63","7491.98","  -"
"DORSUN T                      5ML"," 51","6911.92"," 90","11185.05"," 89","11894.68"," 52","7047.45","  -"
"DOVAS CAPS                    10S"," 12","1298.55"," 24","2378.50"," 10","1176.05"," 26","2813.52","  6"
"LACRIGUARD CAP                10'S"," 33","3676.88","  -","0.00","  -","0.00"," 33","3676.88","  -"
"TIMANOL 0.5%                  5ML","  4","132.86"," 96","2645.49"," 60","1800.74"," 40","1328.61","  1"
"TRAVOSUN E/D                  3ML","  4","499.28","132","15132.08"," 97","11741.08"," 39","4867.98","  -"
"TRAVOSUN-T                    2.5ML"," 18","3249.47","  -","0.00","  7","1472.14"," 11","1985.79","  1"
" TOTAL","236","27992.06","744","73847.68","558","62101.03","422","45765.0","  0"
"","","","","","","","","",""
"SUNWAYS PHARMACEUTICALS(RETENT)","","","","","","","","",""
"ARA E/D                       10ML","  4","567.84"," 12","1703.53","  -","0.00"," 16","2271.37","  4"
"CAROKID JELLIES               75GM"," 28","3929.32"," 65","9121.64"," 25","4013.66"," 68","9542.62","  -"
"GATSUN E/D                    5ML","101","2496.94","  -","0.00"," 83","2245.01"," 18","445.00"," 27"
"GATSUN FORTE E/D              5ML"," 27","1174.87"," 65","2828.39"," 26","1131.12"," 66","2871.90","  3"
"MYCLIN EAR DROPS              10ML","  -","0.00"," 30","494.98","  -","0.00"," 30","538.48","  -"
"NETIWASH 15'S                 15SA"," 13","1935.95"," 12","1787.03"," 23","3931.68","  2","297.84","  -"
"NETIWASH 30'S                 30S","  1","194.99","  -","0.00","  -","0.00","  1","194.99","  1"
"OCULACT                       5ML"," 30","4821.31"," 30","4419.57"," 30","4910.75"," 30","4821.31","  -"
"OFLO BM OINT                  5GM","  -","0.00"," 30","655.80","  -","0.00"," 30","655.80","  -"
"OFLO E/D                      5ML"," 32","685.57","  -","0.00","  5","127.74"," 27","578.45","  3"
"OMNIDASE INJ                  1ML"," 50","5818.00","  -","0.00"," 20","2378.60"," 30","3490.80","  -"
"OTOFLU DROPS                  5ML","122","4162.85","130","4435.82","117","4137.17","135","4606.43"," 27"
"PENTOLATE E/D                 5ML"," 10","321.40"," 25","739.25"," 10","328.60"," 25","803.50","  -"
"POLYCHLOR DM E/D              5ML","  2","110.77","  -","0.00","  -","0.00","  2","110.77","  2"
"POLYCHLOR DM E/O              5GM","132","7179.51","130","6492.74","130","7118.61","132","7179.51","  2"
"POLYCHLOR E/D                 5ML","  9","296.54","  -","0.00","  -","0.00","  9","296.54","  9"
"POLYCHLOR E/O                 5GM"," 12","421.08","  -","0.00","  -","0.00"," 12","421.08"," 12"
"REDIF E/D                     10ML"," 22","783.72","  -","0.00","  8","325.85"," 14","498.73"," 11"
"SYNOX NASAL DROPS             10ML","  3","71.85","  -","0.00","  -","0.00","  3","71.85","  -"
"TINNICAR CAP                  10S"," 20","3010.55"," 24","3612.66"," 23","3994.13"," 21","3161.07"," 14"
"TRYBLUE 1ML                   1ML","  3","205.72"," 30","1880.17"," 20","1671.40"," 13","891.44","  5"
"ULTRA GEL E/D                 10ML"," 43","3444.49"," 65","4682.81"," 57","4636.43"," 51","4085.33","  -"
"VITREON SACHET                30*4GM"," 61","10080.35"," 36","5949.06"," 61","11274.81"," 36","5949.06","  -"
" TOTAL","725","51713.62","684","48803.45","638","52225.56","771","53783.8","  0"
"","","","","","","","","",""
"SURGICARE","","","","","","","","",""
"STERILE GLOVES 6              1PAIR"," 25","440.00","  -","0.00","  -","0.00"," 25","440.00","  -"
"STERILE GLOVES 7              1S","  -","0.00"," 50","840.00"," 50","925.00","  -","0.00","  -"
"STERILED GLOVES 7.5           1PAIR"," 25","420.00"," 50","840.00"," 50","925.00"," 25","420.00","  -"
"","","","","","","","","",""
"TOTAL","11232","814983.95","16305","952571.60","12786","957059.91","14751","947711.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..10","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL"," 50","860.00","100","1680.00","100","1850.00"," 50","860.00","  0"
"","","","","","","","","",""
"TAS MED(INDIA)PVT.LTD(VALLIANT)","","","","","","","","",""
"ANGLIT 2.6                    30S","  -","0.00","180","14982.90","108","9789.30"," 72","6592.53","  -"
" TOTAL","  0","0.00","180","14982.90","108","9789.30"," 72","6592.53","  0"
"","","","","","","","","",""
"TASMED (INDIA) PVT LTD(PASSION)","","","","","","","","",""
"DOTIN 25                      15S","  -","0.00","120","3639.85","120","3963.12","  -","0.00","  -"
"LAMREST 10                    15S"," 47","6297.75","180","21926.13","145","19897.66"," 82","10987.5","  -"
"LAMREST GN                    10S"," 14","937.96"," 60","3654.36"," 34","2387.58"," 40","2679.89","  3"
"MIBETA PLUS 10                10S","  4","195.13","150","6652.23"," 90","4346.04"," 64","3122.00","  -"
" TOTAL"," 65","7430.84","510","35872.57","389","30594.40","186","16789.4","  0"
"","","","","","","","","",""
"TASMED(INDIA) PVT.LTD(ASPIRE)","","","","","","","","",""
"DOTIN 50                      10S","  -","0.00","120","5613.78","120","6113.24","  -","0.00","  -"
"IMACIN                        10S"," 48","1314.75","300","7469.70","168","4555.04","180","4930.31","  -"
" TOTAL"," 48","1314.75","420","13083.48","288","10668.28","180","4930.31","  0"
"","","","","","","","","",""
"THE RAMARAJU COTTON MILLS PVT LTD","","","","","","","","",""
"COTTON ROLL400GM              1S","  -","0.00","  3","486.00","  3","540.00","  -","0.00","  -"
" TOTAL","  0","0.00","  3","486.00","  3","540.00","  0","0.00","  0"
"","","","","","","","","",""
"ZIVIRA LABS PVT.LTD","","","","","","","","",""
"BEPIREX                       5ML"," 31","4683.17"," 12","0.00","  -","0.00"," 43","6496.01","  1"
"BRITIVIN E/D                  5ML"," 14","3105.06","  -","0.00","  -","0.00"," 14","3105.06"," 13"
"DUCIRA GEL                    10GM"," 13","3426.41","  -","0.00","  -","0.00"," 13","3426.41","  -"
"ENVISA TAB                    10S"," 26","2876.81"," 81","8630.44"," 21","2710.83"," 86","9515.62","  -"
"FOMIRA E/D                    10ML"," 38","8794.15"," 30","8331.30"," 55","11944.75"," 13","3008.53","  -"
"HYNIZA                        1S","  4","320.01","  -","0.00","  -","0.00","  4","320.01","  4"
"LATOBEST                      2.5ML","  4","468.85"," 95","14261.00"," 30","4610.50"," 69","8087.72","  -"
"LOTIVIZ E/D                   5ML","121","12911.91"," 12","0.00"," 78","7114.20"," 55","5869.05","  -"
"MACUMER TAB                   10S"," 12","2160.00","  -","0.00","  -","0.00"," 12","2160.00","  -"
"NEPAWEL E/D                   5ML"," 13","1253.58","349","30348.88","145","15282.90","217","20925.2","  -"
"PATVIRA E/D                   2.5ML"," 11","1229.97","  4","0.00","  6","712.27","  9","1006.34","  -"
"PREDIRA E/D                   10ML"," 50","1768.00","  -","0.00"," 50","1964.50","  -","0.00","  -"
"STRIOS LID WIPES              24S","204","30692.17"," 40","0.00","204","24970.20"," 40","6018.07","  -"
"TIMOBEST E/D                  5ML","  -","0.00","118","3600.00","  -","0.00","118","3953.00","  -"
"TIZTA 10ML                    10ML"," 15","3375.00","  -","0.00","  -","0.00"," 15","3375.00","  -"
"TIZTA 5ML                     5ML"," 51","6557.07","  -","0.00","  -","0.00"," 51","6557.07","  -"
"TOBRAWIN                      5ML"," 35","2812.60","  -","0.00","  -","0.00"," 35","2812.60","  -"
"TOBRAWIN LP                   5ML"," 14","1575.00","  -","0.00","  -","0.00"," 14","1575.00","  1"
"VITTLES JELLY                 50G"," 32","4255.12"," 71","11571.60"," 33","5687.25"," 70","9308.07","  -"
"XIATRA E/D                    2.5ML","  6","1659.00","  -","0.00","  -","0.00","  6","1659.00","  -"
"ZIVIFRESH E/D                 10ML"," 61","3251.97","138","7843.00"," 91","6872.42","108","5757.59","  -"
"ZIVIFRESH GEL                 10ML"," 22","1715.84","118","10607.00"," 39","3465.08","101","7877.25","  -"
"ZIVIMOX E/D                   5ML"," 66","6151.86","  3","0.00","  6","507.50"," 63","5872.23","  -"
"ZIVIMOX-D E/D                 5ML"," 61","6509.31","  2","0.00"," 58","5323.79","  5","533.55","  -"
"ZIVIMOX-LP                    5ML"," 24","2254.89","  -","0.00","  -","0.00"," 24","2254.89","  -"
" TOTAL","928","113807.76","1073","95193.22","816","91166.19","1185","121473.","  0"
"","","","","","","","","",""
"TOTAL","12273","937537.29","18491","1112189.7","14390","1099818.0","16374","1097496","  0"
"","","","Continued .","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..11","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"TOTAL","12273","937537.29","18491","1112189.7","14390","1099818.0","16374","1097496","  0"
