"385","EMFOZEN-LP","                  5ML","EXELTIS"
"386","EN-DOR E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"387","EN-DOR PLUS","E/D               5ML","ENTOD PHAMA(ENSIGHT)"
"388","ENATRATE","1ML                  5S","ENTOD PHARMACEUTICALS LTD"
"389","ENCLAV-625","TAB                10S","ENTOD PHARMA-G TECH"
"390","ENEMA CAN","SET                 1S","OTHERS"
"391","ENGATT DM","                  5ML","ENTOD PHAMA(ENSIGHT)"
"392","ENGATT E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"393","ENGATT","FORTE                  5ML","ENTOD PHAMA(ENSIGHT)"
"394","ENLUBE","                  10ML","ENTOD PHAMA(ENSIGHT)"
"395","ENLUBE","FUSION E/D             5ML","ENTOD PHAMA(ENSIGHT)"
"396","ENMOX E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"397","ENMOX KT","                  5ML","ENTOD PHAMA(ENSIGHT)"
"398","ENPAT 0.7","                  5ML","ENTOD PHAMA(ENSIGHT)"
"399","ENPRED E/D","                  5ML","ENTOD PHARMACEUTICALS LTD"
"400","ENTISEP","                  1000ML","ALKEM LABORATORIES LTD"
"401","ENTODASE","                  10","ENTOD GLOTEK DIVISION"
"402","ENTOGESIC","TAB                 10S","ENTOD PHARMA-G TECH"
"403","ENTOMED","PLUS CAP              10S","ENTOD PHARMA-G TECH"
"404","ENTRAK","SOOTHE                 5GM","ENTOD PHAMA(ENSIGHT)"
"405","ENVISA TAB","                  10S","ZIVIRA ASTRA DIVISION"
"406","ENZYGUT","FORTE                 10'S","TAS MED(INDIA)PVT.LTD(VALL"
"407","EO","BIOLOGICAL INDICATORS      1S","EZTEST"
"408","EPIAD 25","                  10'S","TASMED (INDIA) PVT LTD(PAS"
"409","EPIFRESH","                  10ML","EYEKENZ HEALTHCARE PVT LTD"
"410","EPILUBE E/D","                  10ML","AUSTRAK PHARMA"
"411","EPITEARS","                  10ML","EYEKENZ HEALTHCARE PVT LTD"
"412","EPITEARS-DS","                  10ML","EYEKENZ HEALTHCARE PVT LTD"
"413","EPITRATE","1ML                  1ML","SUNWAYS PHARMACEUTICALS"
"414","EPIWET","WIPES                  15'S","EYEKENZ HEALTHCARE PVT LTD"
"415","ERPETOL E/D","                  5ML","HIS EYENESS OPTHALMICS"
"416","ESIUM-D","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
"417","ESIUM-HP","KIT                  6'S","TAS MED(INDIA)PVT.LTD(VALL"
"418","ESTOCIN E/O","                  5GM","SUNWAYS PHARMACEUTICALS"
"419","ETAPRED","0.5%                  5ML","SUNWAYS PHARMACEUTICALS(OR"
"420","ETAPRED LS","                  5ML","SUNWAYS PHARMACEUTICALS(OR"
"","","","           Continued..8"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","             Page No..8"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"421","ETHIBOND-0","NW679              1S","ETHICON"
"422","ETHILON","10-0 NW3719           1S","ETHICON"
"423","ETIPRO","                  15'S","TASMED (INDIA) PVT LTD(PAS"
"424","EVOLVE EYE","MASK               1S","HIS EYENESS OPTHALMICS"
"425","EXERCISE","BALL GEL             1S","OTHERS"
"426","EYE DRAPE","25*25               1S","DIAMOND MEDI CARE"
"427","EYE SHIELDS","                  1S","VKEY"
"428","EYECIRQUE","PRO                 1S","ENTOD PHARMACEUTICALS LTD"
"429","EYEMAC E/D","                  10ML","HIS EYENESS OPTHALMICS"
"430","EYEMAC GB","                  10ML","HIS EYENESS OPTHALMICS"
"431","EYEMAC GEL","                  10ML","HIS EYENESS OPTHALMICS"
"432","EYEMIST","                  10ML","SUN PHARMA LABORATORIES LT"
"433","EYEMIST","FORTE                 10ML","SUN PHARMA LABORATORIES LT"
"434","EYEMIST GEL","                  1S","SUN PHARMA LABORATORIES LT"
"435","EYENESS E/D","                  5ML","HIS EYENESS OPTHALMICS"
"436","EYENESS","WIPES                 10S","HIS EYENESS OPTHALMICS"
"437","EYENESS","WIPES                 20S","HIS EYENESS OPTHALMICS"
"438","EYEOMEG","SOFTGEL CAP           10S","OCUZEN HEALTH CARE"
"439","EYETAMIN","GOLD                 10S","ENTOD PHARMACEUTICALS LTD"
"440","EYETAMIN","GUMMIES              30S","ENTOD PHARMACEUTICALS LTD"
"441","EYETAMIN","SYP                  200ML","ENTOD PHARMACEUTICALS LTD"
"442","EYETAMIN","TOTAL CAP            10S","ENTOD PHARMACEUTICALS LTD"
"443","EYEVITAL","CAP                  30S","SUNWAYS PHARMACEUTICALS"
"444","EYEVITAL LX","CAP               10S","SUNWAYS PHARMACEUTICALS"
"445","EYSENTIAL","KIDS                30'S","LAVUE PHARMA. PVT LTD"
"446","F-10 TAB","                  10S","VISION CARE PHARMACEUTICAL"
"447","F-5 TAB","                  10S","VISION CARE PHARMACEUTICAL"
"448","FACE MASK","                  1S","MEDIKLIN HEALTHCARE LTD"
"449","FACE MASK","RAMSONS             1S","RAMSONS"
"450","FACE MASK","TIE                 1'S","RAMSONS"
"451","FEXAGON","PLUS TAB              10S","ENTOD PHARMA-G TECH"
"452","FLAREX","                  5ML","ALCON LABORATORIES"
"453","FLEXAID-D","                  10S","SUNPHARMACEUTICAL IND LTD"
"454","FLI","                  5ML","SENSES PHARMACEUTICALS LTD"
"455","FLOACE 0.1%","                  5ML","SENTISS PHARMA PVT LTD"
"456","FLOACE-T","                  5ML","SENTISS PHARMA PVT LTD"
"457","FLORUS","                  5ML","EYEKENZ HEALTHCARE PVT LTD"
"458","FLOXI PRED","                  5ML","ENTOD PHAMA(ENSIGHT)"
"459","FLUBI E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"460","FLUBICHLOR","E/D                5ML","ENTOD PHAMA(ENSIGHT)"
"461","FLUBIFEN","DROPS                5ML","SUNWAYS PHARMACEUTICALS(RE"
"462","FLUBIGAT","                  5ML","ENTOD PHAMA(ENSIGHT)"
"463","FLUCOCID","                  5ML","ENTOD PHAMA(ENSIGHT)"
"464","FLUMET","                  5ML","OPTHO LIFE SCIENCES PVT.LT"
"465","FLUNAREST","10                  10S","SENSES PHARMACEUTICALS LTD"
"466","FLUNAREST","5MG                 10S","SENSES PHARMACEUTICALS LTD"
"467","FLUNAREST","P10                 10S","SENSES PHARMACEUTICALS LTD"
"468","FLUNAREST","P5                  10S","SENSES PHARMACEUTICALS LTD"
"469","","FLUNAREX-10MG                 10S","SHERINGS"
"470","","FLUNAREX-5MG                  10S","SHERINGS"
"471","","FLUNASTAR-10                  10S","OCUZEN HEALTH CARE"
"472","FLUNATOD 10","                  10S","ENTOD PHAMA(ENSIGHT)"
"473","FLUNATOD 5","                  10S","ENTOD PHAMA(ENSIGHT)"
"474","FLUNAWYN 10","                  10S","SHERWYN PHARMACEUTICALS PV"
"475","FLUNAWYN-5","                  10S","SHERWYN PHARMACEUTICALS PV"
"476","FLUO 300","                  1S","CARE GROUP"
"477","FLUO STRIPS","                  100S","CARE GROUP"
"478","FLUOCIN E/D","                  5ML","SUNWAYS PHARMACEUTICALS(RE"
"479","FLUORESCEIN","INJ 2ML           12S","CARE GROUP"
"480","FLURES","                  3ML","AUROLAB"
"481","FLURESCIEN","STRIPS             1BOX","MADHU INSTRUMENTS PVT. LTD"
"","","","           Continued..9"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","             Page No..9"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"482","FLURO E/D","                  5ML","OCUZEN HEALTH CARE"
"483","FLURO-TM","                  5ML","OCUZEN HEALTH CARE"
"484","FLUROCORT","                  5ML","APPASAMY OCULAR DEVICES P"
"485","FLUROMED","                  5ML","MEDRICA PHARMACEUTICALS PV"
"486","FLUROWYN","E/D                  5ML","SHERWYN PHARMACEUTICALS PV"
"487","FML","                  5ML","ALLERGAN INDIA PVT LTD"
"488","","FOLEYSCATHEDER 18             1S","TELEFLEX MEDICAL PVT LTD"
"489","","FOLYSCATHEDER 14              1S","TELEFLEX MEDICAL PVT LTD"
"490","","FOLYSCATHEDER 16              1S","TELEFLEX MEDICAL PVT LTD"
"491","FOMIRA E/D","                  10ML","ZIVIRA LABS PVT.LTD"
"492","FORMALIN","TAB                  100S","BARODA SURGICAL BIOMEDS"
"493","FORMALINE","                  4.5LTS","TEKAY PRODUCTS"
"494","FORTAREDS","                  10'S","LAVUE PHARMA. PVT LTD"
"495","FRACBON","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
"496","FULFIL-TD","SYP                 200ML","APPLE PHARMACEUTICALS"
"497","FZN-5","                  10'S","OCUZEN HEALTH CARE"
"498","G PLAST","2.5CM                 1S","GML"
"499","G-MOX","                  5ML","SUBHAM PHARMACEUTICALS"
"500","GANCIGEL","                  5GM","ENTOD PHAMA(ENSIGHT)"
"501","GANPYAR","OINT                  5GM","SHERINGS"
"502","GAPITAS M","                  10S","TASMED (INDIA) PVT LTD(PAS"
"503","GAPITAS-L","                  30G","TASMED (INDIA) PVT LTD(PAS"
"504","GAPITAS-NT","                  10S","TAS MED(INDIA)PVT.LTD(VALL"
"505","GATE H.S","                  2.5ML","AJANTA PHARMA LTD"
"506","GATE-P","                  10ML","AJANTA PHARMA LTD"
"507","GATICOM-P","                  10ML","NEOMEDIX HEALTHCARE INDIA"
"508","GATIDROPS","                  5ML","SHERINGS"
"509","GATIDROPS","                  5ML","SHERINGS"
"510","GATIFAX-HS","                  5ML","OPTHO LIFE SCIENCES PVT.LT"
"511","GATIFIVE","                  5ML","EYEKENZ HEALTHCARE PVT LTD"
"512","GATIVIN E/D","                  5ML","VISION CARE PHARMACEUTICAL"
"513","GATSUN E/D","                  5ML","SUNWAYS PHARMACEUTICALS(RE"
"514","GATSUN","FORTE E/D              5ML","SUNWAYS PHARMACEUTICALS(RE"
"515","GAUZE CLOTH","18M               1S","G.T.RAJ TEX"
"516","GAUZE","CLOTH90C*10M            1S","THE RAMARAJU COTTON MILLS"
"517","GCOM E/D","                  5ML","INTAS PHARMACEUTICALS PVT"
"518","GENTALAB","INJ                  30ML","LABORATE PHARMACEUTICALS I"
"519","GENTEAL GEL","                  10GM","ALCON LABORATORIES"
"520","GEROGEN","                  2ML","SEARLE"
"521","GLASSVAN","BLD 11               1S","HINDUSTAN SYRINGS & MEDICA"
"522","GLASSVAN","BLD 15               1S","GLASS VAN"
"523","GLASSVAN","BLD 22               1'S","HINDUSTAN SYRINGS & MEDICA"
"524","GLIM M TAB","                  10S","SUBHAM PHARMACEUTICALS"
"525","GLIM M2","                  10S","SUBHAM PHARMACEUTICALS"
"526","GLOVE","POWDER                  500G","MURALI TRADERS"
"527","GLUCI 10ML","                  1S","NEON LABORATORIES LTD"
"528","GLUCOSE EGD","11021             100ML","EXCEL DIAGNOSTICS PVT LTD"
"529","GLUKOGEGSIC","CAP               10'S","BERRY&HERBS PHARMA PVT LTD"
"530","GLUTIHYDE","2.45%               500ML","RAMAN&WEIL PVT LTD"
"531","GLYCOMET","GP2 FORTE            10S","USV PVT LTD"
"532","GLYDROPS","                  10ML","MEDRICA PHARMACEUTICALS PV"
"533","GLYNASE MF","                  10S","USV PVT LTD"
"534","GREEN","STRIPS                  100S","MADHU INSTRUMENTS PVT. LTD"
"535","GRENIL","                  10S","KARNATAKA ANTIBIOTICS"
"536","GRILINCTUS","BM                 100ML","FRAMCO INDIA"
"537","GUEDEL","AIRWAYS                1S","RAMSONS"
"538","GUTREX","                  15'S","TASMED (INDIA) PVT LTD(PAS"
"539","H-2 O-2","                  100ML","OTHERS"
"540","H-2 O-2","400ML                 400ML","OTHERS"
"541","HABIPRO D","POWDER              200GM","SENSES PHARMACEUTICALS LTD"
"542","HABIPRO","POWDER                200GM","SENSES PHARMACEUTICALS LTD"
"","","","          Continued..10"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..10"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"543","HAIRTAMIN","CAP                 10C","ENTOD PHARMA-G TECH"
"544","HAND RUB 5L","                  5L","SPECTRUM BIOCIDES INDIA PV"
"545","HB METER","GDR                  1S","OTHERS"
"546","HB PIPETTE","GDR                1S","OTHERS"
"547","HCV-TRIDOT","                  1S","DIAGNOSTIC ENTERPRISES"
"548","","HEALTHY-PRIDE LZ              10S","PRIDE&PRIME PHARMACEUTICAL"
"549","HEDFREE TAB","                  2S","TAS MED(INDIA)PVT.LTD(VALL"
"550","HEPACARD","                  1S","DIAGNOSTIC ENTERPRISES"
"551","HEPATREAT","INJ                 10ML","TAS MED(INDIA)PVT.LTD(VALL"
"552","HERNIA","KIT6X11CM              1S","SUTURES INDIA"
"553","HI-VITAL","TAB                  10'S","SUNWAYS PHARMACEUTICALS(RE"
"554","HIBROM E/D","                  5ML","HICARE PHARMA"
"555","HICOOL E/D","                  5ML","HICARE PHARMA"
"556","HICOOL","EXCEL                  10ML","HICARE PHARMA"
"557","HICOOL PF","GEL                 5GM","HICARE PHARMA"
"558","HIFENEL-P","TAB                 10S","SHERWYN PHARMA(GENORA)"
"559","HIFLOX","                  5ML","HICARE PHARMA"
"560","HIGATI","DROPS                  5ML","HICARE PHARMA"
"561","HIGATI OINT","                  5GM","HICARE PHARMA"
"562","HILURON","1.4%PFS               1ML","CARE GROUP"
"563","HIMYCIN E/O","                  5GM","HICARE PHARMA"
"564","HIOXY TAB","                  10S","HICARE PHARMA"
"565","HITOP E/D","                  5ML","HICARE PHARMA"
"566","HIV TRIDOT","                  1S","DIAGNOSTIC ENTERPRISES"
"567","HOMACID","                  5ML","ENTOD GLOTEK DIVISION"
"568","HOMIDE","                  5ML","INDOCO WARREN EXCEL"
"569","HUMAN","MIXTARD 40              10ML","TORRENT PHARMACEUTICALS LT"
"570","HYCLO 0.05%","                  5ML","SUNWAYS PHARMACEUTICALS"
"571","HYLA PF","                  10ML","ENTOD PHARMACEUTICALS LTD"
"572","HYLAMOIST","                  10ML","EYEKENZ HEALTHCARE PVT LTD"
"573","HYLO-FRESH","                  10ML","APPLE PHARMACEUTICALS"
"574","HYLOR","                  1S","APPASAMY OCULAR DEVICES P"
"575","HYLOSOFT","                  10ML","NEOMEDIX HEALTHCARE INDIA"
"576","HYLOSOFT","ECO                  5ML","NEOMEDIX HEALTHCARE INDIA"
"577","HYLUBE","","AUROLAB"
"578","HYLUZEN","                  5ML","OCUZEN HEALTH CARE"
"579","HYNIZA","                  1S","ZIVIRA LABS PVT.LTD"
"580","HYNLUBE","                  10ML","SHERINGS"
"581","HYPERSENZ","                  10ML","SENSES PHARMACEUTICALS LTD"
"582","HYPERSENZ","OINT                5GM","SENSES PHARMACEUTICALS LTD"
"583","HYPERTONE 6","E/O               5GM","SUNWAYS PHARMACEUTICALS(OR"
"584","HYPERTONE","E/D                 10ML","SUNWAYS PHARMACEUTICALS(OR"
"585","HYPOCLIN","SOLU                 60ML","AJANTA PHARMA LTD"
"586","HYPROLIEF","E/D                 10ML","SUNWAYS PHARMACEUTICALS(OR"
"587","HYPROSOL","PFS 3ML              3ML","SUNWAYS PHARMACEUTICALS"
"588","HYPROSOL","VIAL                 5ML","SUNWAYS PHARMACEUTICALS"
"589","HYSIGHT","                  5ML","ENTOD PHARMACEUTICALS LTD"
"590","HYVET0.18%","                  5ML","SUNWAYS PHARMACEUTICALS"
"591","I-BORIC","                  10ML","ENTOD PHARMACEUTICALS LTD"
"592","I-DEW DS","                  10ML","ENTOD PHARMACEUTICALS LTD"
"593","I-DEW LID","WIPES               10'S","ENTOD GLOTEK DIVISION"
"594","I-DEW MEGA","CAP                10S","ENTOD PHARMACEUTICALS LTD"
"595","I-DEW OINT","                  5GM","ENTOD PHARMACEUTICALS LTD"
"596","I-DEW SOOTH","                  5ML","ENTOD PHARMACEUTICALS LTD"
"597","I-DEW ULTRA","                  10ML","ENTOD PHARMACEUTICALS LTD"
"598","I-GEM6","                  10S","OPTHO LIFE SCIENCES PVT.LT"
"599","I-KUL PLUS","DROP               15ML","INTAS PHARMACEUTICALS PVT"
"600","I-NAC","                  5ML","APPASAMY OCULAR DEVICES P"
"601","I-ZEN FORTE","                  10S","KLARSEHEN"
"602","I.V.SET","RAMSONS               1'S","RAMSONS"
"603","ICCE-TEARS","                  10ML","SUBHAM PHARMACEUTICALS"
"","","","          Continued..11"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..11"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"604","IFLOMAX","OINT                  5GM","AJANTA PHARMA LTD"
"605","IMACIN","                  10S","TASMED(INDIA) PVT.LTD(ASPI"
"606","IMACIN SR","75                  10S","TASMED(INDIA) PVT.LTD(ASPI"
"607","IMMUX","EFFERVESCENT TABLETS    20S","CARE GROUP"
"608","INTAGESIC","AMP                1ML","INTAS PHARMACEUTICALS PVT"
"609","INTASOL NON","PVC               500ML","INTAS PHARMACEUTICALS PVT"
"610","INTAVISC","                  5ML","INTAS PHARMACEUTICALS PVT"
"611","INTRACATH","20G                 1S","RAMSONS"
"612","INTRACATH","22                  1S","RAMSONS"
"613","IOMIDE","                  10'S","HICARE PHARMA"
"614","IOPAR-SR","                  10S","FDC"
"615","IOTIM-0.5%","                  5ML","FDC"
"616","IREWET 5ML","                  5ML","SENSES PHARMACEUTICALS LTD"
"617","IREWET E/D","                  10ML","SENSES PHARMACEUTICALS LTD"
"618","IRIGAN-P","                  500ML","EXELTIS"
"619","IRIMIST","                  10ML","INDOCO WARREN EXCEL"
"620","IRIMIST","VIAL                  5ML","INDOCO WARREN EXCEL"
"621","IRIVISC","                  10ML","INDOCO WARREN EXCEL"
"622","IRIVISC-DS","                  10ML","INDOCO WARREN EXCEL"
"623","","IRIVISC-LIQUIGEL              10ML","INDOCO WARREN EXCEL"
"624","IRRISOL","                  500ML","AMNEAL HEALTHCARE PVT LTD"
"625","ISOFT HS","                  10ML","SENTISS PHARMA PVT LTD"
"626","ITRANOX","100MG                 4S","CIPLA"
"627","ITRANOX 200","                  4S","CIPLA"
"628","ITRANOX 200","                  7'S","CIPLA"
"629","ITROP PLUS","                  5ML","CIPLA"
"630","ITROWYN E/D","                  5ML","SHERWYN PHARMACEUTICALS PV"
"631","IV SET","                  1S","SANGAM HEALTHCARE (SAFTI-N"
"632","IV SET RMS","                  1S","RAMSONS"
"633","IZO OINT","                  5GM","SHERINGS"
"634","JMS IV SET","                  1S","JMS CO LTD"
"635","JUST TEARS","                  10ML","SUNWAYS PHARMACEUTICALS"
"636","JUST TEARS","LIQUIGEL E/D       10ML","SUNWAYS PHARMACEUTICALS"
"637","JUST TEARS","WIPES              30*1","SUNWAYS PHARMACEUTICALS"
"638","JUSTIN AQ","1ML                 1ML","NEON LABORATORIES LTD"
"639","K-LINK-H","                  1S","APPASAMY OCULAR DEVICES P"
"640","KARBOXI","                  10ML","SENSES PHARMACEUTICALS LTD"
"641","KETOGATE","                  5ML","AJANTA PHARMA LTD"
"642","KETOMAR","                  5ML","ALLERGAN INDIA PVT LTD"
"643","KIDNEY TRAY","                  1S","OTHERS"
"644","KIDROLYTE","500ML               1S","CLARIS OSTUKA"
"645","KINDERWOODS","GUMMIES           30'S","NEOMEDIX HEALTHCARE INDIA"
"646","KITIMOX GEL","                  5ML","SENTISS PHARMA PVT LTD"
"647","KITMOX","                  5ML","SENTISS PHARMA PVT LTD"
"648","KITMOX UNIT","DOSE              10'S","SENTISS PHARMA PVT LTD"
"649","KITMOX-LD","                  5ML","SENTISS PHARMA PVT LTD"
"650","KLARNEP E/D","                  5ML","KLARSEHEN"
"651","KLEANCOL","                  1000ML","AJANTA PHARMA LTD"
"652","KLOTON INJ","                  1S","NEON LABORATORIES LTD"
"653","KLS DROPS","                  5ML","ENTOD PHARMACEUTICALS LTD"
"654","KNEECAP","TYNOR L               1P","DYNAMIC TECHNO MEDICALS PV"
"655","KOJIMAX GEL","                  20GM","APPLE PHARMACEUTICALS"
"656","KUZLIX-MK","                  10S","SHERINGS"
"657","L-PRED","                  5ML","ALLERGAN INDIA PVT LTD"
"658","LACOMA PF","                  2.5ML","AJANTA PHARMA LTD"
"659","LACRIGEL","                  5GM","SUNWAYS PHARMACEUTICALS"
"660","LACRIGUARD","CAP                10'S","SUNWAYS PHARMACEUTICALS(OR"
"661","LACRYL","GENTLE GEL             10GR","ENTOD PHAMA(ENSIGHT)"
"662","LACRYL","HYDRATE                10ML","ENTOD PHAMA(ENSIGHT)"
"663","LACRYL","SOOTHE                 10ML","ENTOD PHAMA(ENSIGHT)"
"664","LACRYL","ULTRA E/D              10ML","ENTOD PHAMA(ENSIGHT)"
"","","","          Continued..12"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..12"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"665","LACRYL-PF","                  5GM","ENTOD PHAMA(ENSIGHT)"
"666","LACRYL-PLUS","                  10ML","ENTOD PHAMA(ENSIGHT)"
"667","LAMREST 10","                  15S","TASMED (INDIA) PVT LTD(PAS"
"668","LAMREST 3","                  15'S","TASMED (INDIA) PVT LTD(PAS"
"669","LAMREST 5","                  15S","TAS MED(INDIA)PVT.LTD(VALL"
"670","LAMREST GN","                  10S","TASMED (INDIA) PVT LTD(PAS"
"671","LANCETS","ROUND                 100S","IGNISOL MEDIPLAS CORP"
"672","LASIX AMP","10S                 4ML","SANOFI INDIA"
"673","","LAT.EXAM.GLOVES L             100S","MEDIPRIDE"
"674","","LAT.EXAMI.GLOVES ME           100","PIONEER"
"675","","LAT.EXAMI.GLOVES SM           100","MEDIPRIDE"
"676","","LAT.POW.FR.GLOVES 7.5         1S","LENORA GLOVE PVT.LTD"
"677","LAT.POW.FRE","7                 1S","LENORA GLOVE PVT.LTD"
"678","LATEX","XSMALL                  1S","LENORA GLOVE PVT.LTD"
"679","LATOBEST","                  2.5ML","ZIVIRA LABS PVT.LTD"
"680","LAURICA K","                  10S","HIS EYENESS OPTHALMICS"
"681","LAXITAS SYP","                  200ML","TAS MED(INDIA)PVT.LTD(VALL"
"682","LEOS","                  5ML","SENSES PHARMACEUTICALS LTD"
"683","LEOS-MX","DROPS                 5ML","SENSES PHARMACEUTICALS LTD"
"684","LEUKOPLAST","10CM*5M            1S","BSN MEDICAL"
"685","LEVOLITE","TAB                  10S","ENTOD PHARMA-G TECH"
"686","LEVOLTRA","TAB                  10S","SHERWYN PHARMA(GENORA)"
"687","LEVOLYTE-A","                  10S","ENTOD PHARMA-G TECH"
"688","LEVONAIR","KID TAB              10S","ENTOD PHARMA-G TECH"
"689","LEVONAIR","TAB                  10S","ENTOD PHARMA-G TECH"
"690","LEVOO","                  5ML","SUNWAYS PHARMACEUTICALS"
"691","LEVOSENZ","TAB                  5S","SENSES PHARMACEUTICALS LTD"
"692","LID CLEAN","                  50ML","AUROLAB"
"693","LIGAWALK","                  10'S","WELNINNOV PHARMACEUTICALS"
"694","LIMCEE","                  15'S","ABBOTT HEALTHCARE PVT. LTD"
"695","LISSAMINE","GREEN               100S","CARE GROUP"
"696","LOBONATE","E/D                  5ML","AUROLAB"
"697","LOCTEARS","FUSION               10ML","ENTOD PHARMACEUTICALS LTD"
"698","LOMOFEN TAB","                  10S","RPG LIFE SCIENCES LTD"
"699","LOT E/D","                  5ML","ENTOD PHAMA(ENSIGHT)"
"700","LOT","OINTMENT                  5GM","ENTOD PHAMA(ENSIGHT)"
"701","LOT-LS","                  5ML","ENTOD PHAMA(ENSIGHT)"
"702","LOTEDROP-M","                  5ML","MEDRICA PHARMACEUTICALS PV"
"703","LOTEGATE","E/D                  5ML","AJANTA PHARMA LTD"
"704","LOTEL E/O","                  5GM","AJANTA PHARMA LTD"
"705","LOTEL GEL","                  5ML","AJANTA PHARMA LTD"
"706","LOTENEAL","                  5ML","AMNEAL HEALTHCARE PVT LTD"
"707","LOTEPRED","                  5ML","SUN PHARMA LABORATORIES LT"
"708","LOTEVAIL","                  5ML","NEOMEDIX HEALTHCARE INDIA"
"709","LOTEVAIL LS","                  5ML","NEOMEDIX HEALTHCARE INDIA"
"710","LOTEZEN","                  5ML","OCUZEN HEALTH CARE"
"711","LOTIVIZ E/D","                  5ML","ZIVIRA LABS PVT.LTD"
"712","LOX  10%","SPRAY                50ML","NEON LABORATORIES LTD"
"713","LOX 2% 30ML","                  1S","NEON LABORATORIES LTD"
"714","LOX2%","ADR30ML                 1S","NEON LABORATORIES LTD"
"715","LOX2% JELLY","                  30GM","NEON LABORATORIES LTD"
"716","LOXICARD","                  50ML","NEON LABORATORIES LTD"
"717","LS BELT M","                  1S","OTHERS"
"718","LUBI","DROPS-ULTRA              10ML","FSD CARE PHRAMA PVT LTD"
"719","LUBI FRESH","EYE MASK           1'S","APPLE PHARMACEUTICALS"
"720","LUBI WIPES","                  12S","APPLE PHARMACEUTICALS"
"721","LUBI WIPES","ULTRA              20'S","APPLE PHARMACEUTICALS"
"722","LUBI-FRESH","                  10ML","APPLE PHARMACEUTICALS"
"723","LUBI-TOP","                  10ML","APPLE PHARMACEUTICALS"
"724","LUBIC JELLY","                  20GM","NEON LABORATORIES LTD"
"725","LUBIDROPS","10ML                10ML","FSD CARE PHRAMA PVT LTD"
"","","","          Continued..13"
"","","",""
"","","",""
"","","",""
"","","",""
"SRI HAN","","",""
"LIST OF","","",""
"","","","            Page No..13"
"SNo.","ITEM CODE","ITEM DESCRIPTION","Company"
"726","LUBRICOOL","E/D                 10ML","OCUZEN HEALTH CARE"
"727","LUBRICOOL","E/O                 5GM","OCUZEN HEALTH CARE"
"728","LUBRICOOL","GEL                 10ML","OCUZEN HEALTH CARE"
"729","LUBRIMED","                  10ML","MEDRICA PHARMACEUTICALS PV"
"730","LUBRIMED","ULTRA                10ML","MEDRICA PHARMACEUTICALS PV"
"731","LUBRIWYN","E/D                  10ML","SHERWYN PHARMACEUTICALS PV"
"732","LUBRY","                  10ML","SUBHAM PHARMACEUTICALS"
"733","LUDURA","CREAM                  10GM","CIPLA"
"734","LUMIGAN","0.01%                 3ML","ALLERGAN INDIA PVT LTD"
"735","LUTIMED","                  10'S","MEDRICA PHARMACEUTICALS PV"
"736","LVFLOX","FORTE DROPS            5ML","ENTOD PHARMACEUTICALS LTD"
"737","LYCOVISION","CAPS               10S","VISION CARE PHARMACEUTICAL"
"738","LYMOVITA","                  200ML","SUNWAYS PHARMACEUTICALS"
"739","LYSER-D","                  15S","COMED CHEMICALS"
"740","LYSER-D AQ","INJ                1ML","COMED CHEMICALS"
"741","M 20","                  1S","ALKEM HEALTH SCIENCES"
"742","M20 350ML","                  1S","CLARIS OSTUKA"
"743","MACUCHEK","CAP                  15S","INDOCO WARREN EXCEL"
"744","MACUCHEK","FORTE                10S","INDOCO WARREN EXCEL"
"745","MACULAZ TAB","                  10S","CARE GROUP"
"746","MACUMER TAB","                  10S","ZIVIRA LABS PVT.LTD"
"747","MACUNEAL","TAB                  10'S","AMNEAL HEALTHCARE PVT LTD"
"748","MACUSHIELD","TAB                10S","ENTOD PHAMA(ENSIGHT)"
"749","MACUVIT CAP","                  10S","SENSES PHARMACEUTICALS LTD"
"750","MACUVIT","PLUS                  10S","SENSES PHARMACEUTICALS LTD"
"751","MAGNEON 2ML","                  2ML","NEON LABORATORIES LTD"
"752","MAGNIWEL-QC","                  10'S","WELNINNOV PHARMACEUTICALS"
"753","MANNITOL","100ML                1S","CLARIS OSTUKA"
"754","MAQVUE","                  10'S","LAVUE PHARMA. PVT LTD"
"755","MAXDIL PLUS","                  5ML","HICARE PHARMA"
"756","MAXIM E/D","                  5ML","HIS EYENESS OPTHALMICS"
"757","MAXIM GEL","                  5ML","HIS EYENESS OPTHALMICS"
